ENST00000496760 ENST00000593682 ENST00000311437 ENST00000373036 	ENST00000559007 ENST00000558064 ENST00000550597 ENST00000392876 ENST00000522833 ENST00000475135 ENST00000478791 ENST00000299163 ENST00000472961 	633 981 2203 4371 	1800 199 16 3127 299 625 1065 10640 219 	639 987 2209 4377 	1800 199 16 3127 299 625 1065 10640 219 	37 37 37 37 	46 46 46 46 46 46 46 46 46 
ENST00000569475 ENST00000391366 ENST00000515210 ENST00000396834 ENST00000557830 	ENST00000383701 ENST00000295571 ENST00000496647 	96 1407 176 188 405 	2999 2409 1910 	96 1407 176 188 405 	3010 2420 1921 	51 51 51 51 51 	40 40 40 
ENST00000558583 ENST00000489060 ENST00000310613 ENST00000474698 	ENST00000586722 ENST00000458297 	6114 2005 3212 5021 	666 584 	6114 2005 3212 5021 	666 584 	52 52 52 52 	53 53 
ENST00000392385 ENST00000566753 	ENST00000508075 ENST00000586722 ENST00000492481 ENST00000550977 ENST00000261200 	610 1663 	792 1592 273 1833 7121 	614 1667 	792 1592 273 1833 7121 	49 49 	51 51 51 51 51 
ENST00000392385 	ENST00000508075 ENST00000469632 ENST00000481617 	408 	502 609 3772 	408 	504 611 3774 	49 	37 37 37 
ENST00000594245 ENST00000421670 	ENST00000492502 ENST00000533958 	366 177 	157 78 	366 177 	157 78 	53 53 	53 53 
ENST00000309733 ENST00000223073 	ENST00000295269 ENST00000558583 	6163 15214 	3949 5437 	6163 15214 	3949 5437 	53 53 	53 53 
ENST00000467136 	ENST00000529694 	3790 	61 	3811 	76 	32 	37 
ENST00000310160 ENST00000337227 ENST00000532312 	ENST00000305817 ENST00000469481 ENST00000537403 ENST00000569450 ENST00000579483 ENST00000559037 ENST00000528118 ENST00000237536 ENST00000606911 	2782 2588 1208 	1571 321 301 323 3143 625 1109 10451 4651 	2782 2588 1208 	1571 321 301 323 3143 625 1109 10451 4651 	52 52 52 	53 53 53 53 53 53 53 53 53 
ENST00000407015 	ENST00000481132 	1305 	557 	1305 	557 	35 	33 
ENST00000286307 	ENST00000591280 ENST00000366971 ENST00000538120 ENST00000468343 ENST00000474449 ENST00000296414 ENST00000369722 ENST00000609147 ENST00000608075 ENST00000609043 ENST00000609844 ENST00000608540 ENST00000576838 	2815 	324 3608 651 1523 215 2594 2147 1523 1523 1523 1523 1523 1523 	2815 	324 3608 651 1523 215 2594 2147 1523 1523 1523 1523 1523 1523 	36 	35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000360428 ENST00000434452 ENST00000579905 ENST00000425427 ENST00000296318 	ENST00000534338 ENST00000527174 ENST00000534028 ENST00000294187 ENST00000531791 ENST00000526898 ENST00000398802 ENST00000360662 ENST00000377152 ENST00000417511 	4884 5001 1134 2787 6215 	1396 1481 1775 1541 6463 2434 1629 1557 1443 2434 	4886 5003 1136 2789 6217 	1413 1498 1792 1558 6480 2451 1646 1574 1460 2451 	36 36 36 36 36 	36 36 36 36 36 36 36 36 36 36 
ENST00000599809 ENST00000601706 ENST00000569239 ENST00000551364 ENST00000412930 	ENST00000523902 ENST00000371316 	114 120 1482 114 114 	426 4204 	114 120 1482 114 114 	426 4204 	53 53 53 53 53 	53 53 
ENST00000564663 ENST00000563294 ENST00000328914 ENST00000483979 ENST00000571626 	ENST00000544269 ENST00000515564 ENST00000360428 ENST00000434452 ENST00000368905 ENST00000565186 ENST00000393736 ENST00000437578 	330 223 7979 881 881 	70 3412 4951 5068 1150 107 10 87 	330 223 7979 881 881 	70 3412 4951 5068 1150 107 10 87 	53 53 53 53 53 	53 53 53 53 53 53 53 53 
ENST00000561643 	ENST00000522902 	1294 	949 	1313 	961 	32 	31 
ENST00000496294 	ENST00000476288 ENST00000489474 ENST00000470276 ENST00000482698 ENST00000476222 ENST00000472218 ENST00000484321 ENST00000464602 ENST00000494232 ENST00000485674 	69 	298 490 298 490 298 490 298 490 298 490 	69 	298 490 298 490 298 490 298 490 298 490 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000414297 	ENST00000452635 	612 	640 	612 	640 	53 	51 
ENST00000502609 ENST00000424045 ENST00000425003 ENST00000457191 ENST00000592994 ENST00000442987 ENST00000432723 ENST00000440782 	ENST00000444451 	1340 1339 1372 1343 1345 1426 1337 1343 	1019 	1340 1339 1372 1343 1345 1426 1337 1343 	1019 	53 53 53 53 53 53 53 53 	53 
ENST00000381529 ENST00000381524 ENST00000355805 ENST00000486791 ENST00000355432 ENST00000498153 ENST00000432318 ENST00000417535 ENST00000361536 ENST00000501036 ENST00000477632 ENST00000307602 ENST00000495275 	ENST00000571707 ENST00000304385 ENST00000468389 ENST00000476417 ENST00000275235 ENST00000420455 ENST00000542230 ENST00000548283 ENST00000323468 ENST00000434945 ENST00000530529 ENST00000492956 ENST00000441149 ENST00000217515 ENST00000421699 ENST00000590333 ENST00000372231 ENST00000438331 ENST00000338909 ENST00000374434 ENST00000330966 ENST00000495827 ENST00000569117 ENST00000438444 ENST00000472593 ENST00000553607 ENST00000443118 ENST00000393643 ENST00000316286 ENST00000537552 ENST00000533870 ENST00000585612 ENST00000521647 ENST00000461434 ENST00000544597 ENST00000382040 ENST00000379677 ENST00000433351 ENST00000585905 ENST00000371435 ENST00000395961 ENST00000239231 ENST00000233190 ENST00000591545 ENST00000582669 ENST00000469222 ENST00000579905 ENST00000370791 ENST00000483404 ENST00000523180 ENST00000403951 ENST00000399322 ENST00000258767 ENST00000571778 ENST00000573374 ENST00000584610 ENST00000377411 ENST00000508867 ENST00000567056 ENST00000578063 ENST00000461084 ENST00000373586 ENST00000294485 ENST00000498251 ENST00000373191 ENST00000497739 ENST00000529689 ENST00000302555 ENST00000341642 ENST00000381362 ENST00000381360 ENST00000477421 ENST00000448876 ENST00000369697 ENST00000585505 ENST00000374876 ENST00000584798 ENST00000554644 ENST00000361565 ENST00000401453 	1527 1543 1109 1370 1327 813 1679 1485 1454 1320 2633 6812 1272 	1340 7308 1183 6735 1017 1040 1108 1606 3156 3225 3055 1813 1911 1887 3374 80 3303 3548 2155 5268 5277 3571 89 2945 1767 1935 2615 5092 2959 1138 3327 2372 2689 539 32 3090 1698 4047 1775 2048 2331 3552 4979 5006 384 4327 1626 5074 415 265 6303 6070 6070 1040 1108 18 2202 2261 735 1477 3019 1158 3424 156 13560 276 1840 2017 1503 1953 1813 3816 720 4433 3110 1809 1241 2701 4878 2458 	1534 1550 1116 1377 1334 820 1686 1492 1461 1327 2640 6819 1279 	1362 7330 1205 6757 1039 1062 1130 1628 3178 3247 3077 1835 1933 1909 3396 102 3325 3570 2177 5290 5299 3593 111 2967 1789 1957 2637 5114 2981 1160 3349 2394 2711 561 54 3112 1720 4069 1797 2070 2353 3574 5001 5028 406 4349 1648 5096 437 287 6325 6092 6092 1062 1130 40 2224 2283 757 1499 3041 1180 3446 178 13582 298 1862 2039 1525 1975 1835 3838 742 4455 3132 1831 1263 2723 4900 2480 	45 45 45 45 45 45 45 45 45 45 45 45 45 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 
ENST00000416158 	ENST00000419892 	742 	2234 	752 	2246 	34 	37 
ENST00000538183 ENST00000489060 	ENST00000429412 ENST00000546113 ENST00000309733 ENST00000392857 	8224 2698 	2067 2067 7739 4707 	8224 2698 	2073 2073 7745 4713 	52 52 	46 46 46 46 
ENST00000577843 ENST00000583315 	ENST00000538264 	873 873 	955 	873 873 	955 	53 53 	53 
ENST00000357066 	ENST00000370994 	2480 	5318 	2480 	5322 	48 	49 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	424 424 	278 	424 424 	53 	52 52 
ENST00000586722 ENST00000458297 	ENST00000508075 ENST00000557845 ENST00000555870 ENST00000566753 ENST00000481617 ENST00000604604 ENST00000295025 	816 734 	154 85 5861 1233 3424 304 7934 	816 734 	171 102 5878 1250 3441 321 7951 	53 53 	36 36 36 36 36 36 36 
ENST00000476192 ENST00000497426 ENST00000474698 	ENST00000429412 ENST00000546113 	5357 5357 5356 	1707 1707 	5367 5367 5366 	1723 1723 	43 43 43 	35 35 
ENST00000257408 ENST00000560852 ENST00000559863 	ENST00000512862 ENST00000508296 ENST00000253490 	4353 686 109 	1008 1378 1593 	4353 686 109 	1008 1378 1593 	41 41 41 	35 35 35 
ENST00000394511 ENST00000558583 	ENST00000586722 ENST00000458297 	51 5610 	642 560 	51 5610 	642 560 	52 52 	50 50 
ENST00000497543 ENST00000484945 ENST00000459803 ENST00000478666 ENST00000489609 	ENST00000346333 ENST00000510443 ENST00000359244 ENST00000426628 ENST00000528685 	883 977 1170 666 736 	621 701 719 694 736 	883 977 1170 666 736 	621 701 719 694 736 	51 51 51 51 51 	52 52 52 52 52 
ENST00000495995 ENST00000464093 	ENST00000519926 	1695 1575 	745 	1695 1575 	755 	37 37 	43 
ENST00000393279 	ENST00000525742 ENST00000570097 	393 	641 641 	393 	641 641 	46 	50 50 
ENST00000522208 ENST00000561137 	ENST00000576221 ENST00000572536 	6422 1237 	299 278 	6443 1258 	299 278 	32 32 	42 42 
ENST00000526746 	ENST00000551366 	169 	399 	189 	415 	32 	31 
ENST00000222402 	ENST00000320892 ENST00000598463 ENST00000597493 ENST00000595794 ENST00000596554 ENST00000599004 ENST00000391812 	2264 	4657 365 91 78 42 365 188 	2273 	4664 372 98 85 49 372 195 	41 	31 31 31 31 31 31 31 
ENST00000357085 ENST00000349458 ENST00000546483 	ENST00000409290 	2838 2786 397 	3482 	2859 2807 418 	3489 	32 32 32 	32 
ENST00000324750 	ENST00000490251 ENST00000464497 	-12 	2075 1213 	5 	2093 1231 	34 	32 32 
ENST00000355568 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	2597 1328 	42 48 48 48 135 1410 138 135 42 48 42 81 135 42 42 42 42 42 	2597 1328 	42 48 48 48 135 1410 138 135 42 48 42 81 135 42 42 42 42 42 	51 51 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000595520 	ENST00000412930 	54 	173 	54 	173 	50 	53 
ENST00000511744 ENST00000406925 ENST00000593165 ENST00000320954 ENST00000449224 ENST00000555537 	ENST00000462432 ENST00000302787 ENST00000219596 ENST00000339854 ENST00000537682 ENST00000542898 ENST00000536980 ENST00000538326 ENST00000334116 ENST00000591340 ENST00000374723 ENST00000470972 ENST00000374720 	2800 1321 240 1581 1377 579 	741 5065 3072 2532 3190 3283 2557 3170 3541 3404 7745 8538 8616 	2801 1322 241 1582 1378 580 	741 5065 3072 2532 3190 3283 2557 3170 3541 3404 7745 8538 8616 	31 31 31 31 31 31 	52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000361335 	ENST00000361381 	234 	63 	234 	63 	53 	53 
ENST00000432307 	ENST00000262056 ENST00000420463 ENST00000416762 ENST00000549592 	1585 	1971 1688 1555 1581 	1585 	1971 1688 1555 1581 	50 	53 53 53 53 
ENST00000356970 ENST00000369970 ENST00000369971 ENST00000415331 ENST00000369969 ENST00000369968 	ENST00000529903 ENST00000296795 ENST00000316738 ENST00000555872 ENST00000475687 ENST00000609129 ENST00000392845 ENST00000435830 ENST00000348993 	2170 1923 2192 2052 1700 1508 	1061 3998 2260 2359 956 5133 4025 3376 3202 	2170 1923 2192 2052 1700 1508 	1061 3998 2260 2359 956 5133 4025 3376 3202 	53 53 53 53 53 53 	53 53 53 53 53 53 53 53 53 
ENST00000606080 	ENST00000309733 ENST00000394511 ENST00000478538 ENST00000483793 	3277 	6593 173 50 3793 	3277 	6593 173 50 3793 	52 	52 52 52 52 
ENST00000319406 ENST00000555870 ENST00000481617 	ENST00000409562 ENST00000493254 ENST00000502413 ENST00000550977 	1393 6120 3685 	2297 1620 847 1540 	1393 6120 3685 	2318 1641 868 1561 	53 53 53 	32 32 32 32 
ENST00000555978 ENST00000555633 	ENST00000488832 ENST00000484589 	1821 2104 	1947 1867 	1841 2124 	1967 1887 	32 32 	33 33 
ENST00000505455 	ENST00000373063 ENST00000373060 	633 	5173 5212 	637 	5173 5212 	32 	34 34 
ENST00000577843 ENST00000578332 ENST00000583315 	ENST00000538264 	919 919 919 	1012 	919 919 919 	1012 	53 53 53 	53 
ENST00000502891 ENST00000372037 ENST00000512701 ENST00000399017 ENST00000485050 ENST00000281273 ENST00000379562 ENST00000564521 ENST00000471841 ENST00000429989 ENST00000398738 ENST00000543600 ENST00000589420 ENST00000378268 ENST00000397061 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000366522 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000264230 ENST00000527278 ENST00000373014 ENST00000530275 ENST00000504241 ENST00000529077 ENST00000366232 ENST00000443948 ENST00000411857 ENST00000551929 ENST00000551385 	ENST00000369301 	376 4245 5376 370 2974 3080 5358 921 4809 6567 1770 1761 659 359 1346 938 1772 3509 1071 1806 3028 5031 1229 2307 637 723 568 1698 4958 1981 3723 79 708 4711 77 77 	7924 	376 4245 5376 370 2974 3080 5358 921 4809 6567 1770 1761 659 359 1346 938 1772 3509 1071 1806 3028 5031 1229 2307 637 723 568 1698 4958 1981 3723 79 708 4711 77 77 	7943 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	34 
ENST00000465896 	ENST00000409871 ENST00000343936 	504 	8953 8946 	504 	8954 8947 	32 	31 31 
ENST00000361335 	ENST00000361381 	178 	-3 	178 	0 	52 	49 
ENST00000492999 	ENST00000450504 ENST00000426791 	288 	414 414 	288 	418 418 	52 	49 49 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	424 424 	282 	424 424 	49 	53 53 
ENST00000447359 ENST00000502609 ENST00000425003 ENST00000420675 ENST00000416803 ENST00000457191 ENST00000592994 ENST00000442987 ENST00000432723 ENST00000440782 ENST00000605013 	ENST00000432801 	380 376 411 365 380 382 384 465 376 382 382 	63 	380 376 411 365 380 382 384 465 376 382 382 	63 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000429412 ENST00000546113 ENST00000310613 ENST00000474698 	ENST00000309733 ENST00000489060 	1713 1713 3635 5445 	7515 2559 	1713 1713 3635 5445 	7515 2559 	36 36 36 36 	53 53 
ENST00000309955 ENST00000462432 ENST00000238831 	ENST00000459901 ENST00000397622 	3341 125 9143 	1777 2313 	3341 125 9143 	1777 2313 	53 53 53 	53 53 
ENST00000538183 	ENST00000430711 	6734 	1923 	6734 	1940 	53 	34 
ENST00000335012 	ENST00000285116 ENST00000479069 ENST00000571751 ENST00000301019 	2602 	1652 330 1652 22 	4736 	1652 330 1652 22 	52 	53 53 53 53 
ENST00000478094 	ENST00000425270 	301 	539 	301 	539 	52 	53 
ENST00000507354 	ENST00000355809 ENST00000562474 ENST00000528973 ENST00000389243 ENST00000590121 ENST00000219837 ENST00000367590 	37 	1931 334 4285 3944 630 4058 5191 	47 	1931 334 5831 3944 630 4058 5191 	40 	52 52 52 52 52 52 52 
ENST00000609713 	ENST00000377957 ENST00000257189 ENST00000396667 ENST00000305188 ENST00000560440 	11640 	3716 3727 11490 3832 2696 	11640 	3716 3727 11490 3832 2696 	53 	53 53 53 53 53 
ENST00000413002 	ENST00000382346 	532 	1744 	540 	1758 	31 	37 
ENST00000381431 ENST00000585388 	ENST00000262160 ENST00000402690 ENST00000356825 ENST00000502304 ENST00000309352 ENST00000436115 ENST00000482713 ENST00000491406 	3561 647 	6081 6224 6137 147 -11 1391 508 363 	3561 647 	6101 6244 6157 167 9 1411 528 383 	36 36 	32 32 32 32 32 32 32 32 
ENST00000422486 	ENST00000565723 	1023 	96 	1023 	96 	53 	52 
ENST00000269919 ENST00000285393 ENST00000367996 	ENST00000217740 	3651 2026 9081 	4106 	3658 2033 9088 	4116 	31 31 31 	32 
ENST00000604604 ENST00000469718 	ENST00000493254 ENST00000295025 	1310 469 	2362 9024 	1310 469 	2380 9042 	53 53 	35 35 
ENST00000515248 	ENST00000588623 ENST00000262374 ENST00000591822 ENST00000544428 ENST00000532875 	667 	2137 1401 1527 1218 409 	667 	2137 1401 1527 1218 409 	53 	52 52 52 52 52 
ENST00000381575 ENST00000334060 ENST00000573023 ENST00000397225 ENST00000546522 ENST00000547337 ENST00000488602 ENST00000448637 ENST00000466863 ENST00000392876 ENST00000554919 ENST00000553371 ENST00000557034 ENST00000369308 ENST00000604000 	ENST00000435225 	811 1411 1028 333 235 235 1458 2456 593 4922 225 225 224 2644 2500 	15 	811 1411 1028 333 235 235 1458 2456 593 4922 225 225 224 2644 2500 	15 	42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 	53 
ENST00000526353 ENST00000539506 ENST00000483316 ENST00000558383 ENST00000588278 ENST00000470730 ENST00000506037 ENST00000494079 ENST00000369936 ENST00000366131 ENST00000589889 	ENST00000368847 ENST00000310389 	3662 121 6624 6447 2679 2058 345 686 2868 468 369 	2477 7694 	3662 121 6624 6447 2679 2058 345 686 2868 468 369 	2477 7694 	53 53 53 53 53 53 53 53 53 53 53 	52 52 
ENST00000456523 	ENST00000321521 ENST00000271375 	4941 	7981 5719 	4959 	7997 5735 	33 	31 31 
ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000445820 ENST00000428199 	118 118 118 118 118 	178 178 	129 129 129 129 129 	178 178 	42 42 42 42 42 	53 53 
ENST00000264258 ENST00000409000 ENST00000409028 ENST00000409320 ENST00000409650 ENST00000409038 	ENST00000361866 	592 78 24 14 14 14 	1214 	592 78 24 14 14 14 	1214 	53 53 53 53 53 53 	51 
ENST00000310613 	ENST00000309733 ENST00000489060 ENST00000392857 	4224 	8068 3112 5034 	4224 	8068 3112 5034 	53 	53 53 53 
ENST00000355520 	ENST00000309733 ENST00000483793 ENST00000476192 ENST00000558583 ENST00000497426 	7525 	6861 4061 4922 6014 4922 	7525 	6861 4061 4922 6014 4922 	53 	49 49 49 49 49 
ENST00000355520 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000430711 ENST00000483793 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000408926 ENST00000497426 ENST00000310613 ENST00000474698 	7028 6623 872 872 	1974 3495 4356 5451 1339 2999 4356 2547 4355 	7028 6623 872 872 	1974 3495 4356 5451 1339 2999 4356 2547 4355 	53 53 53 53 	40 40 40 40 40 40 40 40 40 
ENST00000321521 	ENST00000309733 ENST00000489060 ENST00000518152 ENST00000519167 	7990 	6662 1706 459 249 	7990 	6670 1714 467 257 	53 	43 43 43 43 
ENST00000223073 ENST00000354232 	ENST00000379558 ENST00000483793 	15230 1190 	6437 3442 	15230 1190 	6437 3442 	52 52 	36 36 
ENST00000411857 	ENST00000357520 	5325 	3015 	5325 	3016 	32 	39 
ENST00000558583 	ENST00000379558 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	5441 	6548 6353 334 5117 3553 7201 15395 1364 1240 6796 1045 1045 	5441 	6548 6353 334 5117 3553 7201 15395 1364 1240 6796 1045 1045 	50 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000528089 	ENST00000448322 	763 	762 	763 	762 	52 	53 
ENST00000607772 	ENST00000331615 	4140 	1727 	4141 	1727 	51 	33 
ENST00000336375 	ENST00000317419 ENST00000380659 ENST00000550065 ENST00000265872 	2232 	2051 3894 2223 4242 	2244 	2051 3894 2223 4242 	33 	52 52 52 52 
ENST00000443182 ENST00000428037 ENST00000417824 ENST00000487388 ENST00000442479 ENST00000421354 ENST00000421106 ENST00000383446 ENST00000432539 ENST00000431049 ENST00000422756 ENST00000449874 ENST00000438330 ENST00000415373 ENST00000447656 ENST00000427244 ENST00000413922 ENST00000442870 ENST00000453772 ENST00000391770 ENST00000391769 ENST00000336967 ENST00000391771 ENST00000375976 ENST00000435080 ENST00000456622 	ENST00000515806 	48 41 9 164 44 37 9 52 16 9 48 16 9 44 37 9 35 15 9 1821 1953 1821 1885 44 37 9 	36 	48 41 9 164 44 37 9 52 16 9 48 16 9 44 37 9 35 15 9 1821 1953 1821 1885 44 37 9 	45 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	32 
ENST00000524666 ENST00000369151 ENST00000563874 ENST00000566472 	ENST00000448169 ENST00000395853 ENST00000430216 ENST00000414412 ENST00000412975 ENST00000439816 ENST00000436004 	1690 4075 714 124 	183 183 183 183 183 183 183 	1690 4075 714 124 	183 183 183 183 183 183 183 	51 51 51 51 	53 53 53 53 53 53 53 
ENST00000445067 	ENST00000269919 ENST00000575320 ENST00000461935 	615 	2610 4124 1290 	615 	2610 4124 1290 	31 	43 43 43 
ENST00000395529 ENST00000395522 	ENST00000479784 ENST00000489817 ENST00000360835 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000413817 	2826 2654 	253 79 5867 1339 1688 1548 3105 	2847 2675 	253 79 5867 1339 1688 1548 3105 	31 31 	53 53 53 53 53 53 53 
ENST00000378312 ENST00000278422 ENST00000529403 	ENST00000444724 ENST00000498273 ENST00000586448 ENST00000255226 ENST00000589658 ENST00000295628 ENST00000572732 ENST00000448299 ENST00000343381 ENST00000358785 ENST00000227155 ENST00000524750 ENST00000377038 ENST00000265715 	1217 1327 1397 	2752 3234 3407 3902 1607 4888 1413 1426 1688 1627 1436 558 1756 4226 	1217 1327 1397 	2752 3234 3407 3902 1607 4888 1413 1426 1688 1627 1436 558 1756 4226 	36 36 36 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000450479 	ENST00000453518 ENST00000429656 ENST00000417944 ENST00000451967 ENST00000580020 	81 	201 201 201 201 201 	83 	201 201 201 201 201 	31 	51 51 51 51 51 
ENST00000498165 ENST00000481810 ENST00000552943 ENST00000587309 	ENST00000469063 ENST00000314641 ENST00000479496 ENST00000309784 ENST00000352410 ENST00000566377 ENST00000431837 ENST00000591308 ENST00000496116 	5670 187 2541 3543 	6 2037 1612 2729 2323 2082 3320 336 677 	5670 187 2541 3543 	6 2037 1612 2729 2323 2082 3320 336 677 	39 39 39 39 	39 39 39 39 39 39 39 39 39 
ENST00000358230 ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000553258 ENST00000442514 ENST00000548061 	2777 2593 1935 1324 	8 8 8 	2796 2612 1954 1343 	10 10 10 	34 34 34 34 	51 51 51 
ENST00000321521 ENST00000312675 ENST00000543006 ENST00000310613 	ENST00000309733 ENST00000394511 ENST00000478538 ENST00000483793 ENST00000518152 	7950 13244 13187 2742 	6612 192 69 3812 409 	7950 13244 13187 2742 	6612 192 69 3812 409 	53 53 53 53 	32 32 32 32 32 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000469632 ENST00000409562 ENST00000493254 ENST00000604604 	ENST00000295025 	2496 2496 717 798 2488 1811 841 	8632 	2496 2496 717 798 2488 1811 841 	8632 	53 53 53 53 53 53 53 	53 
ENST00000492999 	ENST00000450504 ENST00000426791 	288 	421 421 	288 	421 421 	52 	52 52 
ENST00000554438 ENST00000245448 ENST00000554204 	ENST00000469270 ENST00000598574 	1113 1609 1414 	691 1725 	1121 1617 1422 	709 1743 	44 44 44 	35 35 
ENST00000560966 ENST00000561434 ENST00000551024 	ENST00000379303 	793 325 861 	1933 	793 325 861 	1933 	50 50 50 	53 
ENST00000427417 ENST00000442699 ENST00000435879 	ENST00000431241 ENST00000332100 	494 544 580 	638 633 	494 544 580 	638 633 	52 52 52 	53 53 
ENST00000371378 ENST00000264230 	ENST00000381127 ENST00000546957 	371 370 	39 358 	378 377 	58 377 	39 39 	31 31 
ENST00000374472 ENST00000536471 ENST00000513291 	ENST00000472476 	4684 4781 1811 	357 	4698 4795 1825 	374 	37 37 37 	35 
ENST00000332397 ENST00000380765 ENST00000437326 	ENST00000416643 ENST00000418669 ENST00000570642 	1709 634 1709 	688 688 688 	1709 634 1709 	688 688 688 	51 51 51 	53 53 53 
ENST00000550738 	ENST00000551944 ENST00000229465 	1676 	3405 1174 	1694 	3405 1174 	35 	53 53 
ENST00000489060 	ENST00000506951 	3351 	719 	3351 	733 	51 	38 
ENST00000439578 ENST00000502286 ENST00000504242 ENST00000372037 ENST00000469562 ENST00000338315 ENST00000422163 ENST00000399017 ENST00000328914 ENST00000379562 ENST00000221996 ENST00000493690 ENST00000471841 ENST00000429989 ENST00000358677 ENST00000589420 ENST00000574039 ENST00000566991 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000357613 ENST00000568559 ENST00000287908 ENST00000394622 ENST00000535581 ENST00000366522 ENST00000408893 ENST00000360835 ENST00000588578 ENST00000445217 ENST00000490395 ENST00000399277 ENST00000399280 ENST00000497434 ENST00000497719 ENST00000519466 ENST00000392690 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000413817 ENST00000448803 ENST00000358472 ENST00000373014 ENST00000570867 ENST00000530275 ENST00000392869 ENST00000295030 ENST00000366232 ENST00000443948 ENST00000450281 ENST00000411857 	ENST00000503498 ENST00000563588 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	4040 2612 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	4040 2612 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	36 36 
ENST00000466832 	ENST00000375258 ENST00000261881 	587 	3105 1626 	587 	3105 1626 	53 	53 53 
ENST00000538183 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000497426 ENST00000474698 	ENST00000309733 ENST00000394511 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000489060 	7089 4578 7365 5673 4578 4577 	6576 156 33 3776 2087 1620 	7089 4578 7365 5673 4578 4577 	6576 156 33 3776 2087 1620 	53 53 53 53 53 53 	53 53 53 53 53 53 
ENST00000508075 ENST00000586722 ENST00000458297 	ENST00000392385 ENST00000550977 ENST00000604604 ENST00000229465 ENST00000295025 ENST00000600751 	764 1564 1482 	1053 2064 1177 973 8803 2499 	779 1579 1497 	1069 2080 1193 989 8819 2515 	38 38 38 	37 37 37 37 37 37 
ENST00000269701 ENST00000598597 ENST00000537303 	ENST00000487866 ENST00000480312 ENST00000493896 	1244 781 881 	-10 328 504 	1244 781 881 	2 340 516 	42 42 42 	41 41 41 
ENST00000476192 ENST00000355520 ENST00000558583 ENST00000261200 ENST00000497426 ENST00000474698 	ENST00000394511 ENST00000473559 ENST00000506474 	4580 7367 5675 6962 4580 4579 	262 2193 211 	4580 7367 5675 6962 4580 4579 	272 2203 221 	53 53 53 53 53 53 	42 42 42 
