ENST00000312675 ENST00000543006 ENST00000223073 ENST00000463753 ENST00000310613 	ENST00000309733 ENST00000478538 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000518152 ENST00000497426 ENST00000474698 	13148 13091 15436 2900 2646 	6546 3 4607 5702 1590 343 4607 4606 	13149 13092 15437 2901 2647 	6568 25 4629 5724 1612 365 4629 4628 	51 51 51 51 51 	31 31 31 31 31 31 31 31 
ENST00000563131 	ENST00000400000 ENST00000340541 ENST00000584796 ENST00000583879 ENST00000583475 ENST00000577539 	425 	792 867 509 491 460 2921 	425 	792 867 509 491 460 2921 	51 	43 43 43 43 43 43 
ENST00000471743 ENST00000457468 	ENST00000505698 	633 1268 	3 	648 1283 	17 	31 31 	39 
ENST00000595501 	ENST00000372523 ENST00000398107 ENST00000425369 ENST00000481782 ENST00000560878 ENST00000561088 ENST00000328914 ENST00000372592 ENST00000308941 ENST00000419552 ENST00000562263 ENST00000471841 ENST00000574118 ENST00000467747 ENST00000012049 ENST00000366382 ENST00000415930 ENST00000327794 ENST00000380698 ENST00000588427 ENST00000394670 ENST00000588534 ENST00000226279 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000470617 ENST00000288266 	162 	2026 3352 3204 1074 87 453 8031 565 52 48 2 4869 915 610 1811 1315 3814 7562 1832 287 6273 898 5409 2035 1380 1365 414 5350 	162 	2026 3352 3204 1074 87 453 8031 565 52 48 2 4869 915 610 1811 1315 3814 7562 1832 287 6273 898 5409 2035 1380 1365 414 5350 	51 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000461481 	ENST00000488832 ENST00000372806 ENST00000499879 ENST00000398622 	392 	323 4686 4469 294 	403 	323 4686 4469 294 	40 	34 34 34 34 
ENST00000362066 ENST00000335390 ENST00000479763 ENST00000494919 ENST00000512375 ENST00000447706 	ENST00000342660 ENST00000371158 	1292 1260 2005 2337 2196 2084 	1247 7331 	1300 1268 2013 2345 2204 2092 	1247 7331 	45 45 45 45 45 45 	53 53 
ENST00000558583 	ENST00000309733 	6050 	7073 	6050 	7073 	41 	52 
ENST00000463982 ENST00000366118 ENST00000366442 	ENST00000602490 	571 291 249 	1931 	572 292 250 	1931 	37 37 37 	34 
ENST00000487943 ENST00000478370 ENST00000489004 ENST00000468327 	ENST00000600551 	90 104 128 96 	-5 	106 120 144 112 	6 	37 37 37 37 	36 
ENST00000392385 ENST00000551944 ENST00000409562 ENST00000392857 ENST00000295025 	ENST00000493254 	1116 3268 2887 5460 8866 	2313 	1116 3268 2887 5460 8866 	2313 	53 53 53 53 53 	53 
ENST00000550466 ENST00000553262 	ENST00000580201 	644 644 	126 	644 644 	126 	53 53 	53 
ENST00000556830 	ENST00000396077 ENST00000425708 	1697 	8849 8843 	1717 	8869 8863 	33 	33 33 
ENST00000586943 ENST00000558953 ENST00000480186 ENST00000356020 ENST00000429741 	ENST00000366847 ENST00000520463 	186 425 1018 291 938 	3473 639 	188 427 1020 293 940 	3473 639 	31 31 31 31 31 	38 38 
ENST00000564111 	ENST00000299576 ENST00000309377 ENST00000309357 	1257 	1037 1117 1022 	1257 	1037 1117 1022 	52 	53 53 53 
ENST00000472531 	ENST00000373316 ENST00000597340 	975 	4674 4674 	986 	4674 4674 	31 	53 53 
ENST00000448876 	ENST00000467061 	607 	3380 	620 	3380 	39 	40 
ENST00000580201 	ENST00000309955 	385 	4893 	385 	4893 	51 	44 
ENST00000508075 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000295025 	ENST00000409562 ENST00000493254 ENST00000502413 	399 1199 1117 1478 8179 	2286 1609 836 	399 1199 1117 1478 8179 	2286 1609 836 	53 53 53 53 53 	53 53 53 
ENST00000282074 	ENST00000310613 	1172 	2583 	1172 	2594 	50 	41 
ENST00000479929 ENST00000404685 ENST00000405511 	ENST00000467156 	1874 1964 2153 	1811 	1874 1964 2153 	1813 	52 52 52 	49 
ENST00000606427 	ENST00000610020 	368 	8146 	383 	8165 	34 	33 
ENST00000452635 	ENST00000594172 	652 	705 	652 	711 	39 	35 
ENST00000476417 ENST00000599326 	ENST00000556074 	2353 75 	231 	2353 75 	251 	33 33 	33 
ENST00000399273 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 ENST00000285176 	ENST00000309733 	6491 3225 5034 735 723 6488 	7064 	6491 3225 5034 735 723 6488 	7070 	53 53 53 53 53 53 	47 
ENST00000394511 ENST00000558583 	ENST00000309733 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000354232 ENST00000489060 	54 5613 	6573 30 3773 2084 1584 1617 	57 5616 	6573 30 3773 2084 1584 1617 	49 49 	51 51 51 51 51 51 
ENST00000395148 ENST00000371059 ENST00000225724 ENST00000539061 ENST00000526284 	ENST00000333139 	3798 2898 2491 2518 1055 	1336 	3798 2898 2491 2518 1055 	1336 	40 40 40 40 40 	50 
ENST00000376712 	ENST00000550703 ENST00000478122 ENST00000378711 	1246 	1867 1829 3493 	1246 	1885 1847 3511 	53 	35 35 35 
ENST00000580201 ENST00000558924 	ENST00000411432 	356 1364 	3992 	357 1365 	3992 	45 45 	53 
ENST00000558910 ENST00000467228 ENST00000545606 ENST00000343255 ENST00000492112 ENST00000485841 ENST00000598601 ENST00000473371 ENST00000597695 ENST00000595607 ENST00000315849 ENST00000439986 ENST00000396594 ENST00000539815 ENST00000522936 ENST00000517381 ENST00000264968 ENST00000393487 ENST00000409734 ENST00000470730 ENST00000338352 ENST00000396893 ENST00000527818 ENST00000265563 ENST00000296446 ENST00000465089 	ENST00000367561 	659 2358 6494 1363 1358 3699 2082 1335 1764 2105 1835 3297 2789 2625 40 40 3248 3198 905 1993 1274 3040 1621 3292 3208 1754 	1838 	659 2358 6494 1363 1358 3699 2082 1335 1764 2105 1835 3297 2789 2625 40 40 3248 3198 905 1993 1274 3040 1621 3292 3208 1754 	1838 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000526284 	ENST00000539061 	934 	2537 	934 	2537 	53 	53 
ENST00000483793 	ENST00000538183 ENST00000476192 ENST00000558583 ENST00000518152 ENST00000497426 ENST00000474698 	3802 	7192 4681 5776 417 4681 4680 	3802 	7192 4681 5776 417 4681 4680 	53 	52 52 52 52 52 52 
ENST00000356198 ENST00000345664 ENST00000367710 	ENST00000555570 	1752 1542 1466 	727 	1763 1553 1477 	727 	40 40 40 	37 
ENST00000582736 	ENST00000437246 	162 	163 	162 	163 	51 	53 
ENST00000468161 ENST00000398410 	ENST00000396467 ENST00000396466 ENST00000396465 ENST00000435330 ENST00000431653 ENST00000468715 	9 14 	104 96 644 112 263 85 	9 14 	104 96 644 112 263 85 	52 52 	53 53 53 53 53 53 
ENST00000310613 ENST00000550534 ENST00000550321 	ENST00000476192 ENST00000497426 	3253 763 751 	5152 5152 	3253 763 751 	5152 5152 	53 53 53 	53 53 
ENST00000295049 ENST00000484365 ENST00000507209 ENST00000502665 ENST00000492957 	ENST00000329153 ENST00000557971 ENST00000559981 ENST00000558214 	3468 414 7110 1647 260 	4764 3887 1831 1238 	3468 414 7110 1647 260 	4773 3896 1840 1247 	53 53 53 53 53 	43 43 43 43 
ENST00000443558 ENST00000377614 ENST00000452826 	ENST00000540551 ENST00000546150 	350 518 162 	650 650 	350 518 162 	653 653 	49 49 49 	50 50 
ENST00000361729 	ENST00000480321 	4066 	2132 	4087 	2132 	32 	37 
ENST00000310613 	ENST00000309733 ENST00000392857 	4225 	8081 5047 	4225 	8081 5047 	53 	53 53 
ENST00000392638 ENST00000368610 	ENST00000273317 	7204 6728 	5801 	7204 6728 	5814 	33 33 	39 
ENST00000465082 	ENST00000493950 	157 	3055 	158 	3058 	36 	34 
ENST00000556170 	ENST00000480395 	3570 	792 	3570 	799 	51 	42 
ENST00000366112 ENST00000356178 	ENST00000505479 	682 3607 	26 	682 3607 	44 	52 52 	35 
ENST00000435225 	ENST00000521035 	5 	237 	15 	239 	42 	36 
ENST00000409652 	ENST00000553458 	1624 	2893 	1624 	2893 	34 	43 
ENST00000423202 	ENST00000538264 ENST00000577843 ENST00000578332 ENST00000583315 	30 	813 813 813 813 	43 	813 813 813 813 	33 	52 52 52 52 
ENST00000321521 	ENST00000335251 	8009 	4251 	8009 	4257 	53 	42 
ENST00000549235 ENST00000556292 ENST00000301335 ENST00000367561 	ENST00000471668 ENST00000514179 ENST00000493181 ENST00000475955 ENST00000476618 ENST00000466992 ENST00000255226 ENST00000589658 ENST00000307792 ENST00000483316 ENST00000368847 ENST00000547440 ENST00000501515 ENST00000422247 ENST00000526185 ENST00000527063 ENST00000367942 	314 357 6723 1846 	1863 2077 6375 253 2975 1958 4030 1735 6346 6695 2488 1757 429 1969 1593 1898 2972 	314 357 6723 1846 	1863 2077 6375 253 2975 1958 4030 1735 6346 6695 2488 1757 429 1969 1593 1898 2972 	53 53 53 53 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000524536 	ENST00000538183 	131 	9201 	131 	9201 	39 	52 
ENST00000485050 ENST00000281273 ENST00000397061 ENST00000504241 ENST00000529077 	ENST00000398738 ENST00000543600 ENST00000444614 ENST00000536991 ENST00000461350 ENST00000373014 	2973 3079 1345 1980 3722 	1846 1837 1670 348 1262 1779 	2973 3079 1345 1980 3722 	1846 1837 1670 348 1262 1779 	52 52 52 52 52 	52 52 52 52 52 52 
ENST00000488150 	ENST00000473038 	906 	48 	925 	48 	32 	48 
ENST00000582797 ENST00000246024 ENST00000577369 ENST00000480655 ENST00000602840 	ENST00000406297 ENST00000606570 ENST00000579483 ENST00000492944 ENST00000510852 ENST00000462616 ENST00000587491 ENST00000474541 ENST00000377093 ENST00000567298 ENST00000446344 ENST00000598513 ENST00000333952 ENST00000193391 ENST00000373027 ENST00000373023 ENST00000379090 ENST00000606911 	840 3889 840 13 1987 	3401 2671 3167 73 1724 2935 198 472 6493 3225 5585 2887 2902 6942 3074 3863 593 4675 	841 3890 841 14 1988 	3416 2686 3182 88 1739 2950 213 487 6508 3240 5600 2902 2917 6957 3089 3878 608 4690 	35 35 35 35 35 	38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 
ENST00000571350 ENST00000327381 ENST00000481822 	ENST00000388745 ENST00000521784 ENST00000420274 	1779 10475 1779 	3559 3524 3614 	1794 10490 1794 	3559 3524 3614 	31 31 31 	53 53 53 
ENST00000263620 	ENST00000588572 ENST00000326529 ENST00000593184 ENST00000590442 ENST00000492328 ENST00000568935 	3142 	1208 1323 1749 1179 351 351 	3161 	1208 1323 1749 1179 351 351 	34 	53 53 53 53 53 53 
ENST00000541780 	ENST00000540574 ENST00000536844 	685 	3117 3117 	685 	3117 3117 	53 	53 53 
ENST00000309955 ENST00000553258 ENST00000442514 ENST00000548061 	ENST00000599809 ENST00000595520 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000398726 	3684 16 16 16 	15 15 21 21 21 2094 111 15 21 54 	3684 16 16 16 	15 15 21 21 21 2094 111 15 21 54 	53 53 53 53 	53 53 53 53 53 53 53 53 53 53 
ENST00000374449 ENST00000343255 ENST00000492112 ENST00000485841 	ENST00000397333 ENST00000462829 ENST00000476404 ENST00000573545 	1586 1447 1442 3783 	2599 925 306 306 	1586 1447 1442 3783 	2599 925 306 306 	35 35 35 35 	53 53 53 53 
ENST00000476192 ENST00000497426 ENST00000526284 	ENST00000225724 ENST00000403396 ENST00000583052 	6958 6958 927 	2435 3354 76 	6958 6958 927 	2435 3354 76 	53 53 53 	52 52 52 
ENST00000223073 ENST00000354232 	ENST00000401491 ENST00000271375 	15230 1190 	1229 5473 	15230 1190 	1241 5485 	52 52 	41 41 
ENST00000296506 ENST00000372358 ENST00000430138 ENST00000372352 ENST00000372351 ENST00000467138 	ENST00000286800 ENST00000399921 ENST00000237380 ENST00000349139 	1632 1584 2077 1501 1429 2310 	4162 4262 5026 3551 	1632 1584 2077 1501 1429 2310 	4162 4262 5026 3551 	31 31 31 31 31 31 	35 35 35 35 
ENST00000468673 	ENST00000481445 ENST00000598404 	804 	1939 1939 	804 	1954 1954 	46 	38 38 
ENST00000576629 ENST00000572638 ENST00000333412 ENST00000552264 ENST00000547001 ENST00000547334 ENST00000549322 ENST00000549105 ENST00000597888 ENST00000549001 ENST00000552021 ENST00000600392 ENST00000550392 ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 ENST00000605181 ENST00000600122 ENST00000603969 	ENST00000579913 ENST00000581296 	4261 1681 3769 1120 3769 3769 1120 3769 3769 883 3769 3769 883 1163 1897 1280 4297 4169 883 3766 1332 	428 3676 	4261 1681 3769 1120 3769 3769 1120 3769 3769 883 3769 3769 883 1163 1897 1280 4297 4169 883 3766 1332 	428 3676 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 
ENST00000448648 ENST00000284414 	ENST00000587548 ENST00000586022 	3962 2731 	2424 2424 	3962 2731 	2424 2424 	52 52 	53 53 
ENST00000487078 ENST00000360131 	ENST00000536896 	3179 3097 	755 	3181 3099 	775 	51 51 	33 
ENST00000373510 	ENST00000553430 ENST00000554089 ENST00000554713 ENST00000570439 	4374 	725 707 871 4234 	4390 	743 725 889 4252 	31 	35 35 35 35 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 	2568 1910 1299 	3695 	2568 1910 1299 	3703 	53 53 53 	44 
ENST00000563735 ENST00000521080 ENST00000529462 	ENST00000475900 ENST00000003100 ENST00000422722 	1834 2211 1834 	4301 2730 3039 	1834 2211 1834 	4301 2730 3039 	45 45 45 	53 53 53 
ENST00000395684 ENST00000493690 ENST00000406785 ENST00000296318 ENST00000209875 	ENST00000285116 ENST00000329627 ENST00000449697 ENST00000571751 ENST00000419892 ENST00000360388 ENST00000013222 	47 14 11008 6144 6885 	1641 7441 553 1641 1640 2795 1543 	63 30 11024 6160 6901 	1647 9653 559 1647 1646 2801 1549 	37 37 37 37 37 	46 46 46 46 46 46 46 
ENST00000491597 	ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 	844 	2615 2435 2090 2015 1937 	852 	2627 2447 2102 2027 1949 	45 	41 41 41 41 41 
ENST00000508075 ENST00000557845 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000295025 	ENST00000319406 ENST00000555870 ENST00000502413 	281 212 1081 999 1360 8061 	1384 6111 753 	281 212 1081 999 1360 8061 	1384 6111 753 	52 52 52 52 52 52 	50 50 50 
ENST00000309733 	ENST00000429412 ENST00000546113 ENST00000489060 ENST00000392857 	7609 	2019 2019 2735 4659 	7610 	2019 2019 2735 4659 	40 	51 51 51 51 
ENST00000372187 ENST00000372185 ENST00000372181 ENST00000474154 ENST00000002125 ENST00000336237 ENST00000531616 	ENST00000520907 	1300 1282 1617 2643 1845 1538 892 	3049 	1303 1285 1620 2646 1848 1541 895 	3061 	35 35 35 35 35 35 35 	39 
ENST00000263733 	ENST00000372989 ENST00000491602 ENST00000455616 ENST00000454200 ENST00000276141 	4933 	3237 1431 3252 3098 3092 	4933 	3237 1431 3252 3098 3092 	53 	53 53 53 53 53 
ENST00000309733 ENST00000408926 	ENST00000394511 ENST00000558583 	6405 3109 	68 5627 	6423 3127 	68 5627 	35 35 	53 53 
ENST00000476192 ENST00000497426 	ENST00000309733 ENST00000489060 ENST00000392857 ENST00000604015 	5414 5414 	7497 2541 4465 295 	5414 5414 	7510 2554 4478 308 	53 53 	40 40 40 40 
ENST00000588254 ENST00000445478 	ENST00000252329 ENST00000240055 	3026 3246 	193 3100 	3037 3257 	213 3120 	32 32 	31 31 
ENST00000555870 ENST00000406053 	ENST00000458670 	7049 2291 	464 	7049 2291 	485 	33 33 	32 
ENST00000539347 ENST00000358818 	ENST00000607242 	239 239 	439 	239 239 	439 	53 53 	53 
ENST00000441247 	ENST00000300038 	921 	747 	937 	754 	33 	43 
ENST00000538183 ENST00000321521 ENST00000312675 ENST00000543006 ENST00000310613 	ENST00000478538 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000518152 	7048 7936 13230 13173 2728 	3 7394 5702 1590 343 	7048 7936 13230 13173 2728 	3 7394 5702 1590 343 	52 52 52 52 52 	53 53 53 53 53 
ENST00000446190 ENST00000376625 	ENST00000475135 ENST00000478791 	2880 2670 	595 1035 	2883 2673 	611 1051 	38 38 	37 37 
ENST00000569510 	ENST00000586501 	1632 	853 	1652 	853 	33 	53 
ENST00000550121 ENST00000394115 ENST00000547586 ENST00000552258 ENST00000530586 ENST00000524375 ENST00000532924 ENST00000327590 ENST00000449891 ENST00000449191 	ENST00000436901 	255 226 225 109 149 132 88 3028 535 671 	395 	255 226 225 109 149 132 88 3028 535 671 	396 	52 52 52 52 52 52 52 52 52 52 	38 
ENST00000380821 	ENST00000273317 	1975 	5403 	1979 	5417 	34 	31 
ENST00000271375 	ENST00000538183 ENST00000525705 	6251 	7810 125 	6253 	7810 125 	33 	38 38 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000337630 ENST00000604604 ENST00000602666 	ENST00000479145 	2942 3486 2423 7017 1014 2022 1459 2634 	206 	2942 3486 2423 7017 1014 2022 1459 2634 	219 	52 52 52 52 52 52 52 52 	39 
ENST00000237837 	ENST00000515601 ENST00000503889 	1230 	5575 5193 	1240 	5575 5193 	34 	53 53 
ENST00000409887 	ENST00000568188 	3048 	1720 	3048 	1720 	53 	53 
ENST00000391857 ENST00000472481 ENST00000484279 ENST00000488946 ENST00000479992 ENST00000486930 ENST00000477613 ENST00000467825 ENST00000476268 	ENST00000252032 	233 179 347 665 349 480 267 153 628 	5712 	233 179 347 665 349 480 267 153 628 	5712 	53 53 53 53 53 53 53 53 53 	53 
ENST00000391857 ENST00000472481 ENST00000484279 ENST00000488946 ENST00000479992 ENST00000486930 ENST00000477613 ENST00000467825 ENST00000476268 	ENST00000252032 	233 179 347 665 349 480 267 153 628 	5712 	233 179 347 665 349 480 267 153 628 	5712 	53 53 53 53 53 53 53 53 53 	53 
ENST00000439473 ENST00000438364 ENST00000411491 ENST00000312132 ENST00000446373 	ENST00000354617 	1394 1250 1339 1687 1452 	1783 	1394 1250 1339 1687 1452 	1790 	53 53 53 53 53 	46 
ENST00000414297 	ENST00000594172 	612 	703 	612 	711 	53 	35 
ENST00000414297 ENST00000452635 	ENST00000594172 	534 518 	713 	536 520 	713 	51 51 	32 
ENST00000538183 ENST00000489060 	ENST00000309733 ENST00000476192 ENST00000558583 ENST00000497426 	7260 1732 	6852 4913 6005 4913 	7260 1732 	6854 4915 6007 4915 	52 52 	36 36 36 36 
ENST00000447359 ENST00000425003 ENST00000434745 ENST00000455800 ENST00000457191 ENST00000592994 	ENST00000422015 ENST00000440782 	1698 1731 1708 1696 1700 1702 	1978 1960 	1698 1731 1708 1696 1700 1702 	1978 1960 	53 53 53 53 53 53 	53 53 
ENST00000310455 ENST00000519699 ENST00000465806 ENST00000356463 ENST00000599759 ENST00000598033 	ENST00000513408 ENST00000575263 	1990 2084 176 127 176 127 	1148 1148 	1990 2084 176 127 176 127 	1153 1153 	53 53 53 53 53 53 	32 32 
ENST00000499676 	ENST00000398595 ENST00000261708 ENST00000555501 	5261 	404 3018 2477 	5262 	408 3022 2481 	33 	38 38 38 
ENST00000578182 	ENST00000309733 ENST00000558583 ENST00000489060 	495 	6832 5985 1876 	495 	6832 5985 1876 	38 	35 35 35 
ENST00000481132 	ENST00000610020 	2584 	6436 	2590 	6438 	36 	48 
ENST00000489654 ENST00000461701 ENST00000393975 ENST00000337530 ENST00000577053 	ENST00000310301 ENST00000359801 	341 1923 2280 9846 175 	4196 2583 	341 1923 2280 9846 175 	4196 2583 	38 38 38 38 38 	53 53 
ENST00000541730 ENST00000301981 ENST00000602163 ENST00000374395 ENST00000321545 ENST00000378621 ENST00000435930 ENST00000361740 ENST00000396303 ENST00000578895 ENST00000485344 ENST00000591498 ENST00000521561 ENST00000600106 	ENST00000299353 ENST00000369880 ENST00000607474 ENST00000608895 	1872 2384 1103 4248 2477 8019 1785 2305 2289 765 1410 8 8 8019 	2180 1914 285 240 	1872 2384 1103 4248 2477 8019 1785 2305 2289 765 1410 8 8 8019 	2180 1914 285 240 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000409562 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000604604 	ENST00000508075 	2165 1168 1086 1447 518 	588 	2165 1168 1086 1447 518 	588 	50 50 50 50 50 	53 
ENST00000579014 	ENST00000413817 	1566 	3159 	1575 	3174 	44 	36 
ENST00000265071 	ENST00000507458 ENST00000510679 ENST00000571656 	6181 	517 517 517 	6194 	517 517 517 	33 	33 33 33 
ENST00000552264 ENST00000547001 ENST00000547334 ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 	ENST00000579913 ENST00000581296 ENST00000570311 	1810 4459 4459 1853 2587 1970 4987 4859 	1104 4352 4351 	1810 4459 4459 1853 2587 1970 4987 4859 	1104 4352 4351 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000489274 	ENST00000560869 ENST00000559255 ENST00000333007 	432 	3758 1242 3250 	445 	3771 1255 3263 	39 	38 38 38 
ENST00000392385 ENST00000295025 ENST00000600751 	ENST00000557060 ENST00000409562 ENST00000555870 ENST00000550977 ENST00000229465 ENST00000469718 ENST00000602666 	1066 8816 2512 	2783 2947 6859 2191 1096 459 2475 	1066 8816 2512 	2783 2947 6859 2191 1096 459 2475 	53 53 53 	32 32 32 32 32 32 32 
ENST00000476192 ENST00000539061 ENST00000497426 	ENST00000382435 	7103 2535 7103 	-2 	7103 2535 7103 	2 	51 51 51 	38 
ENST00000463753 	ENST00000483793 	2685 	3446 	2685 	3446 	52 	52 
ENST00000392876 	ENST00000297156 ENST00000337768 ENST00000309983 ENST00000571167 ENST00000456757 ENST00000549063 	3114 	2005 3398 1453 178 525 92 	3115 	2005 3398 1453 178 525 92 	46 	33 33 33 33 33 33 
ENST00000587271 ENST00000590372 	ENST00000414464 	157 60 	91 	157 60 	91 	53 53 	53 
ENST00000447399 ENST00000318950 ENST00000221996 ENST00000333703 ENST00000463168 ENST00000321442 ENST00000510151 ENST00000512862 ENST00000508296 ENST00000253490 ENST00000592222 ENST00000360669 ENST00000510276 ENST00000512544 ENST00000393518 ENST00000507848 ENST00000511189 ENST00000511511 	ENST00000523960 	1794 1968 3460 4632 245 3565 1528 810 1180 1395 2240 1180 1528 425 810 810 753 51 	1598 	1794 1968 3460 4632 245 3565 1528 810 1180 1395 2240 1180 1528 425 810 810 753 51 	1598 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 	2558 1900 1289 	3710 	2558 1900 1289 	3710 	52 52 52 	53 
ENST00000335185 	ENST00000255006 ENST00000484638 	3749 	3395 2943 	3749 	3410 2958 	53 	31 31 
ENST00000561645 ENST00000564146 ENST00000600410 	ENST00000263960 	767 851 2127 	1418 	786 870 2146 	1418 	33 33 33 	53 
ENST00000261839 ENST00000560809 ENST00000482280 ENST00000379343 ENST00000454324 ENST00000449777 ENST00000282587 ENST00000406369 ENST00000435660 ENST00000357055 	ENST00000234296 ENST00000409279 ENST00000368324 ENST00000539162 ENST00000445693 	6093 5535 840 2120 1983 1757 2000 1780 1931 1983 	3754 144 1960 1086 1173 	6101 5543 848 2128 1991 1765 2008 1788 1939 1991 	3754 144 1960 1086 1173 	44 44 44 44 44 44 44 44 44 44 	36 36 36 36 36 
ENST00000356303 ENST00000416082 ENST00000325349 ENST00000443590 	ENST00000359165 ENST00000503537 ENST00000599509 	530 37 331 331 	465 454 451 	530 37 331 331 	465 454 451 	53 53 53 53 	53 53 53 
ENST00000521707 	ENST00000479013 ENST00000249760 	491 	2691 3091 	510 	2700 3100 	31 	37 37 
ENST00000221996 ENST00000429989 ENST00000295030 	ENST00000518975 	1697 6623 3256 	495 	1697 6623 3256 	508 	52 52 52 	38 
ENST00000297156 ENST00000337768 ENST00000309983 ENST00000456757 	ENST00000492502 ENST00000533958 	1997 3390 1445 517 	160 81 	1997 3390 1445 517 	160 81 	41 41 41 41 	53 53 
ENST00000447359 ENST00000502609 ENST00000424045 ENST00000457191 ENST00000592994 ENST00000442987 ENST00000432723 ENST00000440782 	ENST00000432801 ENST00000443330 	319 315 314 321 323 404 315 321 	54 529 	322 318 317 324 326 407 318 324 	54 529 	50 50 50 50 50 50 50 50 	53 53 
ENST00000295269 ENST00000223073 ENST00000489060 ENST00000261200 	ENST00000394511 ENST00000558583 	3868 15251 1244 6643 	31 5590 	3868 15251 1244 6643 	32 5591 	52 52 52 52 	51 51 
ENST00000318636 ENST00000393359 ENST00000254605 ENST00000377705 	ENST00000498401 	2447 5040 3860 5228 	750 	2460 5053 3873 5241 	750 	38 38 38 38 	47 
ENST00000481916 ENST00000584196 ENST00000580938 ENST00000582966 ENST00000225724 ENST00000539061 ENST00000436679 	ENST00000460216 ENST00000445123 	1117 1131 1117 1131 1708 1765 821 	155 1011 	1135 1149 1135 1149 1726 1783 839 	171 1027 	35 35 35 35 35 35 35 	37 37 
ENST00000607242 ENST00000393073 	ENST00000409683 	334 177 	388 	335 178 	388 	46 46 	53 
ENST00000309733 ENST00000478538 ENST00000483793 	ENST00000394511 ENST00000312675 ENST00000543006 ENST00000489060 	6601 58 3801 	296 13470 13413 1760 	6601 58 3801 	296 13470 13413 1760 	53 53 53 	51 51 51 51 
ENST00000538010 	ENST00000488166 ENST00000377038 ENST00000509269 	1036 	328 2499 42 	1036 	328 2499 42 	35 	53 53 53 
ENST00000443558 ENST00000377614 ENST00000452826 	ENST00000473402 ENST00000546150 	297 465 109 	333 505 	300 468 112 	333 505 	50 50 50 	53 53 
ENST00000225724 	ENST00000580101 ENST00000436679 ENST00000600714 ENST00000601257 	1299 	138 344 662 647 	1299 	157 363 681 666 	53 	34 34 34 34 
ENST00000463943 	ENST00000371602 ENST00000349014 ENST00000396029 	349 	4857 4834 5105 	349 	4872 4849 5120 	51 	33 33 33 
ENST00000424464 ENST00000410012 ENST00000344386 ENST00000471181 	ENST00000515262 	71 50 36 4603 	162 	71 50 36 4603 	162 	38 38 38 38 	51 
ENST00000382368 	ENST00000261590 ENST00000446034 ENST00000610054 ENST00000609760 ENST00000610111 ENST00000607955 ENST00000608364 ENST00000608462 ENST00000610206 ENST00000575525 	3302 	4400 66 66 66 66 66 66 66 66 66 	3302 	4400 66 66 66 66 66 66 66 66 66 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000558173 	ENST00000477421 	622 	3791 	632 	3801 	31 	37 
ENST00000483195 ENST00000394019 ENST00000346834 ENST00000359484 ENST00000423644 	ENST00000451608 	6460 6232 5989 5926 6053 	4625 	6460 6232 5989 5926 6053 	4625 	53 53 53 53 53 	51 
ENST00000497070 	ENST00000556539 ENST00000537364 ENST00000302764 ENST00000485587 ENST00000559175 ENST00000216099 ENST00000498052 ENST00000488801 ENST00000338272 ENST00000373036 ENST00000600045 ENST00000366326 	1868 	2732 441 2631 3184 309 167 1676 388 235 4412 177 123 	1868 	2741 450 2640 3193 318 176 1685 397 244 4421 186 132 	37 	43 43 43 43 43 43 43 43 43 43 43 43 
