ENST00000569239 	ENST00000550466 ENST00000553258 ENST00000442514 ENST00000553262 ENST00000398726 ENST00000548061 	1496 	93 370 370 93 316 370 	1496 	93 370 370 93 316 370 	52 	53 53 53 53 53 53 
ENST00000540993 	ENST00000311507 ENST00000411416 ENST00000515389 ENST00000509973 ENST00000505406 	231 	544 523 206 331 880 	231 	544 523 206 331 880 	50 	53 53 53 53 53 
ENST00000304501 ENST00000554660 ENST00000580205 ENST00000379303 ENST00000443002 ENST00000497623 ENST00000297323 ENST00000474340 	ENST00000383630 ENST00000259891 ENST00000383631 ENST00000359539 ENST00000400688 ENST00000415631 ENST00000442444 ENST00000400691 ENST00000400687 ENST00000461235 ENST00000484234 ENST00000548951 ENST00000547083 ENST00000549967 ENST00000417019 ENST00000449096 ENST00000430351 ENST00000418693 ENST00000420045 ENST00000439634 ENST00000415546 ENST00000428719 ENST00000450851 ENST00000494200 ENST00000477504 ENST00000547913 ENST00000548017 ENST00000551392 ENST00000432271 ENST00000425145 ENST00000452233 ENST00000427061 ENST00000434177 ENST00000430264 ENST00000414889 ENST00000442629 ENST00000417635 ENST00000470893 ENST00000497074 ENST00000548042 ENST00000551175 ENST00000550349 ENST00000427289 ENST00000423895 ENST00000426782 ENST00000421125 ENST00000440561 ENST00000457626 ENST00000444674 ENST00000458179 ENST00000440073 ENST00000493966 ENST00000478704 ENST00000548521 ENST00000551993 ENST00000547293 ENST00000376917 ENST00000376894 ENST00000431798 ENST00000376889 ENST00000376902 ENST00000533330 ENST00000447285 ENST00000419309 ENST00000441138 ENST00000419274 ENST00000442244 ENST00000433500 ENST00000438803 ENST00000457090 ENST00000417639 ENST00000483865 ENST00000470227 ENST00000549239 ENST00000553111 ENST00000547390 ENST00000452744 ENST00000429153 ENST00000411455 ENST00000450634 ENST00000453271 ENST00000459677 ENST00000400668 ENST00000434870 ENST00000431084 ENST00000495495 ENST00000497130 ENST00000547992 ENST00000383525 ENST00000439884 ENST00000383521 ENST00000400671 ENST00000444952 ENST00000400669 ENST00000412760 ENST00000448816 ENST00000421858 ENST00000479627 ENST00000494392 ENST00000549492 ENST00000550849 ENST00000552956 	2164 970 76 1950 1806 77 9823 1676 	2080 2437 1550 1502 1521 1619 1800 1475 1664 1669 1919 1710 1981 2236 2080 2437 1521 1619 1502 1550 1800 1475 1664 1669 1919 1710 1981 2236 2080 2437 1521 1619 1502 1550 1800 1475 1664 1669 1919 1710 1981 2236 2076 2433 1517 1615 1498 1546 1796 1471 1660 1665 1915 1706 1977 2232 2094 2433 1748 1915 2232 1982 2076 2433 1615 1546 1498 1517 1796 1471 1660 1915 1665 1706 1977 2232 2072 2429 1513 1611 1494 1542 1792 1467 1656 1661 1911 3392 2021 2441 1525 1506 1623 1554 1804 1479 1668 1673 1923 1714 1985 2240 	2179 985 91 1965 1821 92 9838 1691 	2080 2437 1550 1502 1521 1619 1800 1475 1664 1669 1919 1710 1981 2236 2080 2437 1521 1619 1502 1550 1800 1475 1664 1669 1919 1710 1981 2236 2080 2437 1521 1619 1502 1550 1800 1475 1664 1669 1919 1710 1981 2236 2076 2433 1517 1615 1498 1546 1796 1471 1660 1665 1915 1706 1977 2232 2094 2433 1748 1915 2232 1982 2076 2433 1615 1546 1498 1517 1796 1471 1660 1915 1665 1706 1977 2232 2072 2429 1513 1611 1494 1542 1792 1467 1656 1661 1911 3392 2021 2441 1525 1506 1623 1554 1804 1479 1668 1673 1923 1714 1985 2240 	38 38 38 38 38 38 38 38 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000261520 ENST00000558181 ENST00000558121 ENST00000439632 	ENST00000589035 ENST00000590730 ENST00000450067 	4051 3906 2047 3891 	9 1657 1652 	4065 3920 2061 3905 	31 1679 1674 	37 37 37 37 	31 31 31 
ENST00000326831 ENST00000517802 	ENST00000602791 ENST00000602364 	2297 2879 	2187 2187 	2298 2880 	2187 2187 	34 34 	37 37 
ENST00000223073 ENST00000354232 	ENST00000295269 ENST00000430711 ENST00000483793 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000408926 ENST00000497426 ENST00000474698 	15227 1187 	3958 1969 3490 4351 5446 1334 2994 4351 4350 	15228 1188 	3958 1969 3490 4351 5446 1334 2994 4351 4350 	51 51 	41 41 41 41 41 41 41 41 41 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	418 418 	278 	418 418 	53 	51 51 
ENST00000377957 ENST00000269391 ENST00000319945 	ENST00000481645 ENST00000549591 ENST00000437099 ENST00000323816 ENST00000432992 ENST00000540214 ENST00000589138 ENST00000287594 ENST00000518695 	3470 2782 2651 	3725 658 4139 4169 4347 3654 1821 3555 3533 	3485 2797 2666 	3725 658 4139 4169 4347 3654 1821 3555 3533 	36 36 36 	53 53 53 53 53 53 53 53 53 
ENST00000296464 ENST00000245414 ENST00000572659 ENST00000472200 ENST00000476231 ENST00000377708 ENST00000508906 ENST00000310045 ENST00000264657 ENST00000585517 ENST00000462286 	ENST00000302555 ENST00000341642 ENST00000381362 ENST00000381360 	6211 2739 7148 2625 1234 1391 1290 7148 3280 3082 1763 	2085 1571 2021 1881 	6211 2739 7148 2625 1234 1391 1290 7148 3280 3082 1763 	2085 1571 2021 1881 	52 52 52 52 52 52 52 52 52 52 52 	32 32 32 32 
ENST00000229214 	ENST00000420788 	1445 	89 	1449 	108 	49 	31 
ENST00000261249 ENST00000606820 ENST00000556317 	ENST00000409454 ENST00000396644 ENST00000313559 ENST00000396645 ENST00000564594 ENST00000598619 ENST00000456186 ENST00000433603 ENST00000551091 ENST00000585707 ENST00000397765 	4671 114 114 	1034 798 778 1023 513 360 180 180 180 180 162 	4671 114 114 	1034 798 778 1023 513 360 180 180 180 180 162 	52 52 52 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000417404 	ENST00000587548 ENST00000586022 	393 	2969 2969 	412 	2969 2969 	33 	53 53 
ENST00000584196 ENST00000582966 	ENST00000539061 	1841 1841 	2562 	1841 1841 	2562 	53 53 	46 
ENST00000567362 ENST00000492947 ENST00000493635 ENST00000486749 ENST00000495813 ENST00000489268 ENST00000389677 ENST00000393879 ENST00000504157 ENST00000496239 ENST00000393978 ENST00000354451 	ENST00000399604 ENST00000575779 	1621 69 3254 1110 1112 2058 10311 1621 724 2066 636 1350 	4238 4253 	1621 69 3254 1110 1112 2058 10311 1621 724 2066 636 1350 	4257 4272 	32 32 32 32 32 32 32 32 32 32 32 32 	34 34 
ENST00000358138 ENST00000437935 ENST00000550150 ENST00000378165 ENST00000378150 ENST00000550756 	ENST00000580617 ENST00000373191 	1262 1084 767 2265 2243 420 	225 11491 	1282 1104 787 2285 2263 440 	225 11491 	33 33 33 33 33 33 	34 34 
ENST00000489327 ENST00000374375 	ENST00000397333 ENST00000462829 	1137 1455 	2442 768 	1158 1476 	2462 788 	32 32 	31 31 
ENST00000599809 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000594612 	ENST00000439516 	122 2201 218 122 122 	249 	122 2201 218 122 122 	249 	50 50 50 50 50 	53 
ENST00000239125 	ENST00000388718 	1029 	8633 	1029 	8648 	53 	31 
ENST00000603633 	ENST00000556486 ENST00000274008 ENST00000264515 ENST00000367164 ENST00000549591 ENST00000397333 ENST00000462829 ENST00000366971 ENST00000607555 ENST00000320785 ENST00000372873 ENST00000394810 ENST00000377038 ENST00000554990 ENST00000588361 ENST00000476404 ENST00000415912 ENST00000357071 ENST00000573545 	1079 	196 5834 4214 4100 809 2597 923 4020 25 5260 3082 3882 1550 564 2193 304 3664 3665 304 	1083 	215 5853 4233 4119 828 2616 942 4039 44 5279 3101 3901 1569 583 2212 323 3683 3684 323 	46 	34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 ENST00000595520 ENST00000439516 	2595 1937 1326 	3764 3 3 	2595 1937 1326 	3764 3 3 	52 52 52 	53 53 53 
ENST00000463826 ENST00000368847 ENST00000343958 ENST00000488894 	ENST00000311417 ENST00000432729 	2007 5557 5989 1519 	2633 2687 	2028 5578 6010 1540 	2633 2687 	32 32 32 32 	39 39 
ENST00000459725 ENST00000424500 	ENST00000483097 ENST00000425943 	457 457 	492 495 	457 457 	492 495 	51 51 	53 53 
ENST00000483195 ENST00000394019 ENST00000346834 ENST00000359484 ENST00000423644 	ENST00000451608 	6505 6277 6034 5971 6098 	4641 	6505 6277 6034 5971 6098 	4641 	52 52 52 52 52 	53 
ENST00000361851 	ENST00000361899 	68 	18 	68 	18 	53 	53 
ENST00000563131 	ENST00000400000 ENST00000340541 ENST00000584796 ENST00000583879 ENST00000583475 ENST00000577539 	344 	783 858 500 482 451 2912 	344 	783 858 500 482 451 2912 	53 	52 52 52 52 52 52 
ENST00000460362 ENST00000285298 	ENST00000483033 ENST00000494840 	193 867 	2565 639 	193 867 	2565 639 	51 51 	53 53 
ENST00000610020 	ENST00000595014 	13021 	859 	13029 	879 	32 	33 
ENST00000309955 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	3714 1415 	35 41 41 41 128 1403 2114 131 128 35 41 35 74 128 35 35 35 35 35 	3714 1415 	35 41 41 41 128 1403 2114 131 128 35 41 35 74 128 35 35 35 35 35 	53 53 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
ENST00000508075 ENST00000586722 ENST00000458297 ENST00000492481 ENST00000550977 ENST00000295025 	ENST00000551944 ENST00000604604 ENST00000392857 ENST00000229465 	799 1599 1517 280 1840 8579 	3198 1170 5390 966 	799 1599 1517 280 1840 8579 	3198 1170 5390 966 	39 39 39 39 39 39 	53 53 53 53 
ENST00000310613 	ENST00000309733 ENST00000478538 ENST00000476192 ENST00000518152 ENST00000497426 ENST00000474698 	2764 	6605 62 4666 402 4666 4665 	2773 	6605 62 4666 402 4666 4665 	31 	53 53 53 53 53 53 
ENST00000547992 	ENST00000378621 ENST00000600106 	1808 	7918 7918 	1808 	7933 7933 	53 	38 38 
ENST00000343110 ENST00000467228 ENST00000599719 ENST00000601309 ENST00000382119 ENST00000306984 ENST00000378679 ENST00000319854 ENST00000382021 ENST00000303525 ENST00000295065 ENST00000497387 ENST00000549235 ENST00000556292 ENST00000366221 ENST00000489047 ENST00000471603 ENST00000550746 ENST00000491289 ENST00000410026 ENST00000563376 ENST00000567200 ENST00000358689 ENST00000522255 ENST00000377837 ENST00000547440 ENST00000282841 ENST00000358966 ENST00000552279 ENST00000470730 ENST00000338352 ENST00000378279 ENST00000523536 ENST00000527818 ENST00000325722 ENST00000373266 ENST00000369936 ENST00000301335 ENST00000493559 ENST00000446628 ENST00000436580 ENST00000317872 	ENST00000549591 ENST00000378228 ENST00000378217 	2635 2343 103 94 80 6971 3504 2854 3022 2926 3452 12 215 258 746 3099 2213 3676 4104 9556 95 247 2222 786 926 1606 1643 1495 608 1978 1259 537 303 1606 3899 2102 2788 6624 957 1839 2696 2278 	752 1348 1440 	2635 2343 103 94 80 6971 3504 2854 3022 2926 3452 12 215 258 746 3099 2213 3676 4104 9556 95 247 2222 786 926 1606 1643 1495 608 1978 1259 537 303 1606 3899 2102 2788 6624 957 1839 2696 2278 	752 1348 1440 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	52 52 52 
ENST00000476618 	ENST00000577663 	2892 	1089 	2892 	1089 	52 	32 
ENST00000599809 ENST00000551364 ENST00000412930 	ENST00000594734 ENST00000598562 ENST00000553258 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000558924 	108 108 108 	202 202 289 289 235 289 448 	108 108 108 	202 202 289 289 235 289 448 	51 51 51 	53 53 53 53 53 53 53 
ENST00000439578 ENST00000502286 ENST00000504242 ENST00000372037 ENST00000469562 ENST00000338315 ENST00000422163 ENST00000399017 ENST00000328914 ENST00000379562 ENST00000221996 ENST00000493690 ENST00000429989 ENST00000358677 ENST00000589420 ENST00000574039 ENST00000566991 ENST00000431002 ENST00000473000 ENST00000357613 ENST00000568559 ENST00000287908 ENST00000394622 ENST00000535581 ENST00000366522 ENST00000408893 ENST00000360835 ENST00000588578 ENST00000445217 ENST00000490395 ENST00000399277 ENST00000399280 ENST00000497434 ENST00000497719 ENST00000519466 ENST00000392690 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000413817 ENST00000448803 ENST00000358472 ENST00000373014 ENST00000570867 ENST00000530275 ENST00000392869 ENST00000295030 ENST00000366232 ENST00000443948 ENST00000450281 ENST00000411857 	ENST00000560878 ENST00000561088 ENST00000301981 ENST00000372592 ENST00000308941 ENST00000419552 ENST00000574118 ENST00000588427 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 6556 5663 648 412 497 927 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	77 443 2453 555 42 38 905 277 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 6556 5663 648 412 497 927 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	77 443 2453 555 42 38 905 277 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 53 53 53 53 53 53 53 
ENST00000607242 ENST00000393073 	ENST00000409683 	334 177 	391 	334 177 	391 	50 50 	53 
ENST00000565781 ENST00000562813 	ENST00000533773 ENST00000577961 ENST00000584307 ENST00000314574 	3103 396 	921 3207 3292 3254 	3116 409 	941 3227 3312 3274 	31 31 	33 33 33 33 
ENST00000354232 	ENST00000538183 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000355520 ENST00000473559 ENST00000558583 ENST00000261200 ENST00000497426 ENST00000474698 	1195 	7079 13261 13204 4568 7355 2018 5663 6950 4568 4567 	1195 	7079 13261 13204 4568 7355 2018 5663 6950 4568 4567 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000559364 ENST00000523677 ENST00000366847 ENST00000589403 ENST00000376896 ENST00000549524 	ENST00000334414 ENST00000451516 ENST00000482587 	95 1159 3357 284 5558 2959 	9876 8907 3296 	115 1179 3377 304 5578 2979 	9888 8919 3308 	33 33 33 33 33 33 	31 31 31 
ENST00000295890 ENST00000449739 ENST00000295049 ENST00000475446 ENST00000479679 ENST00000495413 ENST00000507209 ENST00000502665 ENST00000466489 	ENST00000596409 ENST00000422989 ENST00000400815 ENST00000474507 ENST00000467004 ENST00000589272 ENST00000393233 ENST00000443026 ENST00000425673 ENST00000572705 ENST00000399759 ENST00000571088 ENST00000399756 ENST00000174621 ENST00000550383 ENST00000477118 ENST00000563731 	1914 1813 3457 452 415 1151 7099 1636 298 	2560 6926 3250 54 54 1063 1063 1756 6654 3321 3247 3260 3573 3330 3977 4040 3250 	1914 1813 3457 452 415 1151 7099 1636 298 	2566 6932 3256 60 60 1069 1069 1762 6660 3327 3253 3266 3579 3336 3983 4046 3256 	53 53 53 53 53 53 53 53 53 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 
ENST00000449003 	ENST00000470554 	901 	-21 	904 	0 	31 	32 
ENST00000323372 	ENST00000354451 	2013 	1447 	2013 	1447 	52 	51 
ENST00000483793 ENST00000223073 ENST00000354232 ENST00000282074 	ENST00000295269 ENST00000558583 ENST00000564458 ENST00000564795 	3362 15213 1173 1049 	3911 5399 935 935 	3369 15220 1180 1056 	3928 5416 952 952 	46 46 46 46 	35 35 35 35 
ENST00000538183 ENST00000309733 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	ENST00000489060 	7605 7035 5096 5096 3286 5095 796 784 	2139 	7605 7035 5096 5096 3286 5095 796 784 	2159 	33 33 33 33 33 33 33 33 	33 
ENST00000412930 	ENST00000599809 ENST00000595520 ENST00000594734 ENST00000598562 ENST00000597084 ENST00000439516 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	229 	287 287 293 293 293 287 283 283 283 283 	229 	287 287 293 293 293 287 283 283 283 283 	53 	47 47 47 47 47 47 47 47 47 47 
ENST00000553585 	ENST00000530115 ENST00000440936 	515 	761 761 	515 	761 761 	52 	53 53 
ENST00000503706 ENST00000480262 	ENST00000443807 ENST00000343435 	29 22 	149 206 	35 28 	149 206 	41 41 	40 40 
ENST00000546055 	ENST00000579913 ENST00000581296 	71 	347 3595 	71 	347 3595 	51 	52 52 
ENST00000479145 ENST00000295025 	ENST00000551944 ENST00000312675 ENST00000543006 ENST00000604604 	194 9300 	3792 13835 13778 1955 	204 9310 	3792 13835 13778 1955 	43 43 	53 53 53 53 
ENST00000409290 	ENST00000585263 	3472 	2467 	3489 	2477 	32 	41 
ENST00000339486 ENST00000581302 ENST00000581220 ENST00000399231 ENST00000356338 ENST00000399233 ENST00000358212 ENST00000411731 ENST00000483634 ENST00000608382 ENST00000423281 ENST00000564158 ENST00000495050 ENST00000591545 ENST00000492283 ENST00000596701 ENST00000594854 ENST00000342147 ENST00000368433 ENST00000302692 ENST00000543701 ENST00000373021 	ENST00000377038 	3206 2829 1555 6931 6680 6922 6762 947 1206 7274 68 5831 1416 4991 382 2748 791 3362 2460 1698 2719 3132 	1859 	3225 2848 1574 6950 6699 6941 6781 966 1225 7293 87 5850 1435 5010 401 2767 810 3381 2479 1717 2738 3151 	1873 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	39 
ENST00000585905 ENST00000593919 	ENST00000324198 ENST00000486212 	1815 1813 	5696 2139 	1815 1813 	5696 2139 	52 52 	53 53 
ENST00000557845 	ENST00000392385 ENST00000493254 ENST00000555870 	205 	448 1542 6127 	205 	448 1542 6127 	53 	53 53 53 
ENST00000309733 ENST00000392857 	ENST00000489060 	8100 5066 	3215 	8100 5066 	3215 	53 53 	52 
ENST00000479426 ENST00000477385 ENST00000488695 ENST00000494816 ENST00000466693 ENST00000478077 ENST00000478205 	ENST00000378230 	490 490 490 490 490 490 490 	5837 	490 490 490 490 490 490 490 	5837 	52 52 52 52 52 52 52 	53 
ENST00000358232 ENST00000540766 	ENST00000465065 ENST00000332271 ENST00000532537 ENST00000461802 ENST00000336824 ENST00000575231 ENST00000469562 ENST00000338315 ENST00000361627 ENST00000479496 ENST00000509152 ENST00000443070 ENST00000377706 ENST00000556287 ENST00000436115 ENST00000519466 ENST00000275053 ENST00000512907 ENST00000570867 ENST00000491741 	2819 933 	2613 0 4 368 7269 2229 1669 1890 4130 1545 546 728 702 70 1315 308 6811 626 205 749 	2826 940 	2633 20 24 388 7289 2249 1689 1910 4150 1565 566 748 722 90 1335 328 6831 646 225 769 	45 45 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000309733 	ENST00000489060 	7995 	3194 	7995 	3194 	51 	35 
ENST00000395025 	ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000368905 ENST00000448814 ENST00000485330 	154 	2326 2146 1801 1726 1648 1198 1269 1163 	156 	2326 2146 1801 1726 1648 1198 1269 1163 	31 	53 53 53 53 53 53 53 53 
ENST00000295890 ENST00000449739 ENST00000498327 ENST00000438150 	ENST00000334955 	2229 2128 260 537 	3430 	2229 2128 260 537 	3450 	31 31 31 31 	33 
ENST00000599809 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000544076 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000595520 	57 63 150 1425 150 96 150 1519 57 57 57 57 	141 	57 63 150 1425 150 96 150 1519 57 57 57 57 	141 	52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000607242 ENST00000393073 	ENST00000409683 	336 179 	394 	336 179 	394 	53 53 	53 
ENST00000482043 	ENST00000511660 ENST00000515046 ENST00000507643 ENST00000506370 ENST00000425059 ENST00000532875 	645 	389 375 728 751 882 373 	645 	389 375 728 751 882 373 	52 	53 53 53 53 53 53 
ENST00000481617 ENST00000295025 	ENST00000508075 ENST00000469632 ENST00000566753 ENST00000604604 ENST00000261200 	3887 8397 	700 807 1779 850 7029 	3887 8397 	700 807 1779 850 7029 	52 52 	53 53 53 53 53 
ENST00000558583 	ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	6047 	3262 5071 772 760 	6055 	3262 5071 772 760 	45 	53 53 53 53 
ENST00000343290 	ENST00000491463 	134 	371 	151 	387 	36 	37 
ENST00000445820 	ENST00000453518 	220 	467 	220 	467 	53 	53 
ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000312675 ENST00000543006 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000564458 ENST00000564795 	ENST00000538183 ENST00000478538 ENST00000476192 ENST00000558583 ENST00000518152 ENST00000497426 ENST00000474698 	6575 4048 361 5144 13134 13077 3580 7228 1891 1520 15422 1267 1072 1072 	7182 67 4671 5766 407 4671 4670 	6575 4048 361 5144 13134 13077 3580 7228 1891 1520 15422 1267 1072 1072 	7182 67 4671 5766 407 4671 4670 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 52 52 52 52 52 52 
ENST00000450819 ENST00000593917 	ENST00000373570 ENST00000493018 	190 192 	359 561 	190 192 	359 561 	52 52 	51 51 
ENST00000557439 ENST00000504157 ENST00000374212 ENST00000546474 	ENST00000529689 	2452 778 1395 6971 	1943 	2452 778 1395 6971 	1943 	35 35 35 35 	32 
ENST00000558583 	ENST00000476149 	5396 	2066 	5409 	2066 	40 	42 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000548061 	2565 1907 1296 	3684 16 1291 16 16 	2581 1923 1312 	3684 16 1291 16 16 	36 36 36 	46 46 46 46 46 
ENST00000604938 ENST00000604393 ENST00000603515 ENST00000604517 ENST00000604906 ENST00000605317 ENST00000401010 ENST00000339388 ENST00000369323 ENST00000480568 ENST00000474625 ENST00000369226 ENST00000369228 ENST00000369202 ENST00000580077 	ENST00000369227 ENST00000436832 	3822 1287 3332 1494 1719 3542 799 3741 2961 3332 3742 2961 2684 2725 3542 	2300 20 	3822 1287 3332 1494 1719 3542 799 3741 2961 3332 3742 2961 2684 13762 3542 	2300 20 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000538183 ENST00000309733 ENST00000478538 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000506474 ENST00000518152 ENST00000497426 ENST00000474698 	ENST00000550534 ENST00000550321 	7192 6620 77 13374 13317 4681 7468 5776 1664 149 417 4681 4680 	455 451 	7211 6639 96 13393 13336 4700 7487 5795 1683 168 436 4700 4699 	464 460 	34 34 34 34 34 34 34 34 34 34 34 34 34 	44 44 
ENST00000451137 	ENST00000374379 ENST00000488683 	1778 	750 725 	1778 	750 725 	53 	53 53 
ENST00000299138 	ENST00000372939 ENST00000372935 ENST00000372936 ENST00000338687 ENST00000545398 	6018 	2217 2252 2658 2556 2241 	6034 	2217 2252 2658 2556 2241 	37 	45 45 45 45 45 
ENST00000533138 ENST00000529548 	ENST00000434913 	737 475 	424 	737 475 	424 	53 53 	53 
ENST00000499676 ENST00000496007 ENST00000482365 ENST00000320892 ENST00000392876 ENST00000454964 ENST00000366384 	ENST00000489906 	5868 2985 1274 4511 3027 316 58 	40 	5868 2985 1274 4511 3027 316 58 	44 	52 52 52 52 52 52 52 	43 
ENST00000565287 ENST00000569398 ENST00000569572 ENST00000567626 	ENST00000507794 	69 136 69 259 	1579 	69 136 69 259 	1588 	47 47 47 47 	31 
ENST00000309955 ENST00000355568 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	3712 2682 1413 	43 49 49 49 136 1411 2122 139 136 43 49 43 82 136 43 43 43 43 43 	3712 2682 1413 	43 49 49 49 136 1411 2122 139 136 43 49 43 82 136 43 43 43 43 43 	52 52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000360418 ENST00000373445 	ENST00000489369 ENST00000383746 ENST00000396078 	1521 1533 	5283 1298 1480 	1529 1541 	5299 1314 1496 	31 31 	35 35 35 
ENST00000506002 	ENST00000361681 	216 	279 	216 	282 	53 	50 
ENST00000474171 ENST00000425147 ENST00000459725 ENST00000424500 	ENST00000495623 	406 438 439 439 	514 	406 438 439 439 	514 	53 53 53 53 	53 
ENST00000263256 	ENST00000302513 	2110 	1586 	2110 	1595 	52 	44 
ENST00000505459 ENST00000466187 ENST00000602465 ENST00000388768 	ENST00000462546 	1474 1949 3009 3340 	992 	1474 1949 3009 3340 	1002 	32 32 32 32 	31 
ENST00000506793 ENST00000281543 ENST00000511493 	ENST00000366277 ENST00000595510 ENST00000409997 ENST00000289488 ENST00000324866 ENST00000462627 ENST00000374928 ENST00000555691 	2487 2799 875 	553 792 462 1864 1934 7422 3274 52 	2487 2799 875 	553 792 462 1864 1934 7422 3274 52 	37 37 37 	35 35 35 35 35 35 35 35 
ENST00000552461 ENST00000396556 ENST00000429492 	ENST00000392876 	720 4670 5815 	3097 	729 4679 5824 	3111 	42 42 42 	39 
ENST00000608440 ENST00000426658 ENST00000422109 ENST00000502686 ENST00000433949 	ENST00000438342 	2593 3840 2808 1867 2078 	188 	2593 3840 2808 1867 2078 	192 	38 38 38 38 38 	31 
ENST00000355497 ENST00000425646 ENST00000216743 ENST00000557222 ENST00000575285 ENST00000338272 	ENST00000570513 ENST00000372317 	2683 2650 172 903 2374 90 	98 96 	2683 2650 172 903 2374 90 	110 108 	44 44 44 44 44 44 	34 34 
ENST00000216254 ENST00000396512 	ENST00000356352 ENST00000357604 ENST00000397053 	2626 2696 	5217 4841 4872 	2626 2696 	5219 4843 4874 	39 39 	32 32 32 
ENST00000487257 ENST00000311180 	ENST00000372204 	2420 2246 	51 	2426 2252 	51 	32 32 	51 
ENST00000538183 ENST00000309733 ENST00000478538 ENST00000476192 ENST00000518152 ENST00000497426 ENST00000474698 	ENST00000606080 ENST00000354232 ENST00000489060 	7192 6620 77 4681 417 4681 4680 	3694 1809 1843 	7192 6620 77 4681 417 4681 4680 	3707 1822 1856 	53 53 53 53 53 53 53 	40 40 40 
