ENST00000256861 ENST00000568223 ENST00000422968 ENST00000394670 	ENST00000321844 	5890 3235 1453 3961 	4638 	5901 3246 1464 3972 	4638 	32 32 32 32 	53 
ENST00000567467 ENST00000569343 	ENST00000231188 	355 391 	3685 	358 394 	3689 	50 50 	49 
ENST00000329627 ENST00000568107 	ENST00000393295 	7850 7633 	1839 	7871 7654 	1840 	32 32 	31 
ENST00000595825 ENST00000589046 ENST00000529555 	ENST00000485586 ENST00000495520 ENST00000511093 ENST00000334464 ENST00000378268 ENST00000545467 ENST00000537296 ENST00000307602 ENST00000593019 ENST00000562435 ENST00000381486 ENST00000396123 ENST00000234142 ENST00000594962 ENST00000594780 	225 2504 2914 	1050 694 104 5772 444 227 170 5713 610 6070 7367 4179 7329 53 726 	225 2504 2914 	1050 694 104 5772 444 227 170 5713 610 6070 7367 4179 7329 53 726 	31 31 31 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000309424 	ENST00000250615 ENST00000592960 ENST00000529694 	3200 	696 53 4574 	3200 	715 72 4593 	52 	34 34 34 
ENST00000414130 	ENST00000430198 ENST00000415560 ENST00000374117 	159 	228 228 228 	159 	228 228 228 	52 	52 52 52 
ENST00000471947 	ENST00000549735 	2179 	1694 	2179 	1713 	45 	31 
ENST00000580118 	ENST00000409997 	90 	444 	102 	444 	41 	52 
ENST00000442281 ENST00000429656 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000428199 	225 225 225 225 225 225 	467 	225 225 225 225 225 225 	467 	52 52 52 52 52 52 	53 
ENST00000488894 	ENST00000549691 	990 	195 	992 	210 	39 	32 
ENST00000489060 ENST00000310613 	ENST00000309733 ENST00000392857 	3034 4236 	8079 5045 	3034 4236 	8079 5045 	53 53 	53 53 
ENST00000379562 ENST00000526038 	ENST00000444614 ENST00000536991 ENST00000461350 	5366 1237 	1644 322 1236 	5366 1237 	1644 322 1236 	53 53 	53 53 53 
ENST00000514975 ENST00000513637 	ENST00000434005 ENST00000318052 ENST00000415278 ENST00000421195 	929 931 	1107 1105 1108 1100 	929 931 	1107 1105 1108 1100 	52 52 	53 53 53 53 
ENST00000262848 ENST00000523960 ENST00000217957 ENST00000415430 ENST00000374012 ENST00000439301 ENST00000603371 	ENST00000552459 	3766 1554 2247 2399 5351 5268 392 	697 	3766 1554 2247 2399 5351 5268 392 	710 	53 53 53 53 53 53 53 	34 
ENST00000512701 	ENST00000354608 	7047 	1238 	7047 	1251 	31 	39 
ENST00000587223 ENST00000308095 ENST00000482457 ENST00000357880 ENST00000436592 ENST00000312734 ENST00000452318 ENST00000480262 ENST00000547348 ENST00000443807 ENST00000343435 ENST00000559697 ENST00000560989 ENST00000498289 ENST00000439473 ENST00000438364 ENST00000411491 ENST00000312132 ENST00000446373 	ENST00000600719 	366 389 389 369 369 420 369 341 718 304 361 354 333 357 1911 1767 1856 2204 1969 	15 	366 389 389 369 369 420 369 341 718 304 361 354 333 357 1911 1767 1856 2204 1969 	28 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	40 
ENST00000357164 	ENST00000499676 	1718 	5421 	1718 	5421 	36 	45 
ENST00000557845 ENST00000409562 ENST00000550977 ENST00000604604 	ENST00000493254 ENST00000555870 ENST00000481617 	295 2161 1404 514 	1542 6127 3692 	316 2182 1425 535 	1542 6127 3692 	32 32 32 32 	53 53 53 
ENST00000606080 	ENST00000429412 ENST00000546113 	4283 	1874 1874 	4287 	1888 1888 	32 	39 39 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000574076 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 ENST00000528547 	ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	65 413 79 654 401 7 65 413 654 401 7 	67 67 72 67 	65 413 79 654 401 7 65 413 654 401 7 	67 67 72 67 	53 53 53 53 53 53 53 53 53 53 53 	51 51 51 51 
ENST00000562140 ENST00000607016 ENST00000534529 	ENST00000515834 	1211 6165 527 	3744 	1212 6166 528 	3744 	52 52 52 	37 
ENST00000484909 ENST00000497723 ENST00000442390 ENST00000494927 ENST00000592072 	ENST00000356970 ENST00000369970 ENST00000369971 ENST00000415331 ENST00000369969 ENST00000369968 	404 317 99 57 1011 	2171 1924 2193 2053 1701 1509 	404 317 99 57 1011 	2171 1924 2193 2053 1701 1509 	53 53 53 53 53 	53 53 53 53 53 53 
ENST00000487944 	ENST00000469346 ENST00000605145 	568 	1725 1725 	588 	1744 1744 	33 	34 34 
ENST00000202773 ENST00000424576 ENST00000546368 ENST00000550238 ENST00000551041 ENST00000552455 ENST00000550566 ENST00000549847 ENST00000551291 ENST00000553213 ENST00000549562 ENST00000548343 	ENST00000421109 ENST00000394166 ENST00000559679 ENST00000453270 ENST00000394171 	311 442 386 70 275 439 790 365 595 338 284 552 	553 1969 223 833 195 	311 442 386 70 275 439 790 365 595 338 284 552 	553 1969 223 833 195 	53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 53 
ENST00000444752 	ENST00000560358 	801 	846 	801 	846 	41 	39 
ENST00000526284 	ENST00000539061 ENST00000403396 	928 	2577 3469 	928 	2577 3469 	52 	52 52 
ENST00000382496 	ENST00000469130 	7986 	2614 	8002 	2625 	31 	38 
ENST00000333703 	ENST00000292566 ENST00000490528 	4310 	1441 1337 	4320 	1447 1343 	39 	37 37 
ENST00000321081 	ENST00000441087 	679 	-14 	679 	1 	53 	32 
ENST00000429656 ENST00000417944 ENST00000451967 ENST00000580020 	ENST00000428199 	427 427 427 427 	467 	443 443 443 443 	467 	36 36 36 36 	53 
ENST00000497010 ENST00000578194 ENST00000581655 	ENST00000559007 ENST00000558064 ENST00000592423 ENST00000586331 ENST00000553458 ENST00000603572 ENST00000604311 ENST00000590517 ENST00000587996 ENST00000592608 ENST00000590939 ENST00000588310 ENST00000592538 ENST00000589806 ENST00000586069 ENST00000588148 ENST00000586303 ENST00000585991 ENST00000585529 ENST00000586623 ENST00000587221 ENST00000592344 ENST00000589439 	427 56 136 	1750 149 2097 658 2769 2097 658 2097 658 2097 658 2097 658 2097 658 2097 658 2097 658 2097 658 2097 658 	434 63 143 	1766 165 2113 674 2785 2113 674 2113 674 2113 674 2113 674 2113 674 2113 674 2113 674 2113 674 2113 674 	44 44 44 	37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 
ENST00000562140 ENST00000607016 ENST00000534529 	ENST00000434037 ENST00000576405 	1212 6166 528 	2217 2217 	1212 6166 528 	2235 2235 	52 52 52 	35 35 
ENST00000484279 ENST00000495623 	ENST00000270634 	698 505 	361 	698 505 	361 	51 51 	53 
ENST00000429515 ENST00000416278 ENST00000477936 	ENST00000487352 ENST00000450992 	446 439 418 	463 342 	446 439 418 	463 342 	51 51 51 	53 53 
ENST00000329468 ENST00000491277 	ENST00000423071 	6551 4888 	327 	6551 4888 	327 	52 52 	53 
ENST00000496760 ENST00000373036 	ENST00000593800 ENST00000597403 	636 4374 	35 32 	636 4374 	36 33 	51 51 	42 42 
ENST00000593203 	ENST00000531486 	35 	1530 	35 	1541 	52 	41 
ENST00000579913 ENST00000581296 ENST00000570311 	ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 	648 3896 3898 	1603 2337 1720 4737 4609 	648 3896 3898 	1603 2337 1720 4737 4609 	53 53 53 	52 52 52 52 52 
ENST00000584196 ENST00000582966 ENST00000225724 	ENST00000476192 ENST00000403396 ENST00000497426 ENST00000526284 	1730 1730 2290 	6975 3299 6975 944 	1730 1730 2290 	6975 3299 6975 944 	53 53 53 	51 51 51 51 
ENST00000576629 ENST00000572638 ENST00000333412 ENST00000552264 ENST00000547001 ENST00000547334 ENST00000549322 ENST00000549105 ENST00000597888 ENST00000549001 ENST00000552021 ENST00000600392 ENST00000550392 ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 ENST00000605181 ENST00000600122 ENST00000603969 	ENST00000579913 ENST00000581296 	4259 1679 3767 1118 3767 3767 1118 3767 3767 881 3767 3767 881 1161 1895 1278 4295 4167 881 3764 1330 	451 3699 	4259 1679 3767 1118 3767 3767 1118 3767 3767 881 3767 3767 881 1161 1895 1278 4295 4167 881 3764 1330 	451 3699 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 
ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000558924 ENST00000439516 	ENST00000309955 	195 195 195 282 1557 282 228 282 441 189 	4004 	195 195 195 282 1557 282 228 282 441 189 	4004 	33 33 33 33 33 33 33 33 33 33 	52 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000574076 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 ENST00000528547 	ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	72 420 86 661 408 14 72 420 661 408 14 	68 68 73 68 	72 420 86 661 408 14 72 420 661 408 14 	68 68 73 68 	53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000533348 ENST00000533063 ENST00000397149 ENST00000484909 ENST00000494927 ENST00000464240 ENST00000567564 ENST00000263733 	ENST00000597777 	99 72 2064 1001 654 943 410 2827 	489 	99 72 2064 1001 654 943 410 2827 	489 	31 31 31 31 31 31 31 31 	41 
ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000309955 	47 53 53 53 140 1415 2126 143 140 47 53 47 86 140 47 47 47 47 47 	3909 	47 53 53 53 140 1415 2126 143 140 47 53 47 86 140 47 47 47 47 47 	3909 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	53 
ENST00000370205 ENST00000554990 ENST00000265758 ENST00000463307 ENST00000430270 ENST00000423497 ENST00000430446 ENST00000442099 ENST00000453316 ENST00000471215 ENST00000574150 ENST00000575140 ENST00000574931 ENST00000572912 ENST00000570887 ENST00000570412 ENST00000573915 ENST00000571121 	ENST00000609923 	1355 361 1038 1679 1176 1031 602 559 330 3770 1038 1679 1176 1031 602 559 330 3770 	3350 	1362 368 1045 1686 1183 1038 609 566 337 3777 1045 1686 1183 1038 609 566 337 3777 	3362 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	41 
ENST00000536991 ENST00000461350 	ENST00000441564 ENST00000502891 ENST00000564663 ENST00000563294 ENST00000372037 ENST00000422163 ENST00000512701 ENST00000399017 ENST00000328914 ENST00000564521 ENST00000471841 ENST00000429989 ENST00000589420 ENST00000378268 ENST00000574039 ENST00000566991 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000336257 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000581287 ENST00000366522 ENST00000392690 ENST00000342063 ENST00000554241 ENST00000286760 ENST00000378122 ENST00000570867 ENST00000530275 ENST00000591321 ENST00000483979 ENST00000295030 ENST00000571626 ENST00000608334 ENST00000366232 ENST00000417397 ENST00000443948 ENST00000551929 ENST00000551385 	197 1113 	9389 370 316 209 4239 417 5370 364 7965 915 4803 6561 653 353 417 502 932 1766 3503 535 1065 1800 3022 249 5025 3049 2301 631 2827 5202 508 4952 23 867 3194 867 5202 73 1207 702 71 71 	198 1114 	9389 370 316 209 4239 417 5370 364 7965 915 4803 6561 653 353 417 502 932 1766 3503 535 1065 1800 3022 249 5025 3049 2301 631 2827 5202 508 4952 23 867 3194 867 5202 73 1207 702 71 71 	51 51 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000442281 ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000456819 ENST00000419005 ENST00000445820 ENST00000446873 ENST00000428199 	108 108 108 108 108 108 	160 160 157 160 157 	129 129 129 129 129 129 	160 160 157 160 157 	32 32 32 32 32 32 	50 50 50 50 50 
ENST00000568107 	ENST00000274242 	10312 	1927 	10322 	1944 	31 	36 
ENST00000392857 	ENST00000489060 	4502 	2677 	4502 	2677 	52 	52 
ENST00000216378 ENST00000531052 	ENST00000586364 	471 31 	482 	481 41 	501 	31 31 	34 
ENST00000470826 ENST00000377205 	ENST00000567362 ENST00000296387 ENST00000539749 ENST00000490135 ENST00000393879 ENST00000497969 	2080 1214 	1682 2748 3406 5574 1682 772 	2080 1214 	1699 2765 3423 5591 1699 789 	33 33 	32 32 32 32 32 32 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000496736 ENST00000604604 ENST00000392857 	ENST00000229465 	2962 3506 2443 43 1479 5699 	1342 	2962 3506 2443 43 1479 5699 	1342 	48 48 48 48 48 48 	52 
ENST00000309733 ENST00000483793 	ENST00000489060 ENST00000310613 ENST00000474698 	6857 4057 	1990 3197 5006 	6862 4062 	2009 3216 5025 	47 47 	32 32 32 
ENST00000588534 	ENST00000492184 	320 	2429 	326 	2449 	43 	33 
ENST00000307712 ENST00000555017 ENST00000556092 ENST00000536508 	ENST00000360001 ENST00000465727 ENST00000263741 ENST00000459994 ENST00000545427 	794 357 425 99 	253 283 283 220 242 	794 357 425 99 	253 283 283 220 242 	53 53 53 53 	53 53 53 53 53 
ENST00000483240 	ENST00000482846 ENST00000439025 ENST00000486064 ENST00000302874 ENST00000505412 ENST00000294454 	142 	1743 887 1449 2088 1563 2120 	146 	1743 887 1449 2088 1563 2120 	36 	39 39 39 39 39 39 
ENST00000558583 	ENST00000379558 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000478687 ENST00000463222 	5396 	6567 353 5136 3572 7220 1883 1512 15414 1383 1259 6815 528 335 	5417 	6567 353 5136 3572 7220 1883 1512 15414 1383 1259 6815 528 335 	32 	47 47 47 47 47 47 47 47 47 47 47 47 47 
ENST00000445820 	ENST00000453518 	258 	468 	258 	468 	53 	53 
ENST00000561643 	ENST00000478443 ENST00000573708 ENST00000399434 	1296 	957 692 1337 	1313 	957 692 1337 	32 	51 51 51 
ENST00000216471 ENST00000586523 ENST00000569206 ENST00000517692 	ENST00000437104 	2472 887 25 695 	126 	2485 900 38 708 	126 	40 40 40 40 	52 
ENST00000439236 ENST00000367467 	ENST00000567020 ENST00000564879 ENST00000587483 ENST00000367282 	722 5471 	4476 3223 1401 2081 	743 5492 	4476 3223 1401 2081 	32 32 	51 51 51 51 
ENST00000538183 ENST00000546260 ENST00000538174 ENST00000361183 ENST00000370799 ENST00000253233 ENST00000429587 ENST00000366329 ENST00000503414 ENST00000598970 	ENST00000493652 	3391 3434 2362 2711 1435 1341 982 865 166 3327 	351 	3411 3454 2382 2731 1455 1361 1002 885 186 3347 	364 	33 33 33 33 33 33 33 33 33 33 	36 
ENST00000600277 ENST00000252595 ENST00000598424 ENST00000599380 ENST00000593701 ENST00000442725 	ENST00000312033 	1263 993 1262 352 190 1139 	3253 	1263 993 1262 352 190 1139 	3272 	53 53 53 53 53 53 	34 
ENST00000371316 	ENST00000599809 ENST00000595520 ENST00000594734 ENST00000598562 ENST00000597084 ENST00000439516 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	4213 	287 287 293 293 293 287 283 283 283 283 	4213 	287 287 293 293 293 287 283 283 283 283 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000507759 ENST00000515720 	ENST00000495526 ENST00000415616 	240 403 	2752 1092 	244 407 	2752 1092 	38 38 	37 37 
ENST00000392385 ENST00000409562 ENST00000604604 ENST00000261200 ENST00000295025 	ENST00000381210 	911 2682 1035 7214 8661 	1611 	913 2684 1037 7216 8663 	1624 	50 50 50 50 50 	40 
ENST00000478538 ENST00000483793 	ENST00000506474 ENST00000518152 ENST00000519167 	22 3765 	175 443 233 	22 3765 	183 451 241 	52 52 	45 45 45 
ENST00000480170 ENST00000432305 ENST00000319637 ENST00000358442 ENST00000483240 	ENST00000344248 ENST00000509524 ENST00000326866 	205 279 1403 315 237 	2736 2001 2167 	205 279 1403 315 237 	2736 2001 2167 	52 52 52 52 52 	53 53 53 
ENST00000309733 ENST00000489060 	ENST00000429412 ENST00000546113 	7514 2558 	2067 2067 	7514 2558 	2067 2067 	53 53 	52 52 
ENST00000489060 	ENST00000309733 	2754 	7809 	2762 	7809 	45 	53 
ENST00000309955 ENST00000544076 	ENST00000595520 	3740 1441 	53 	3740 1441 	53 	52 52 	51 
ENST00000442281 	ENST00000453518 ENST00000428199 	252 	467 467 	252 	467 467 	35 	53 53 
ENST00000487943 ENST00000478370 ENST00000489004 ENST00000468327 	ENST00000600551 	90 104 128 96 	-5 	106 120 144 112 	6 	37 37 37 37 	41 
ENST00000522802 	ENST00000555870 	452 	4184 	458 	4188 	36 	31 
ENST00000553645 	ENST00000487416 ENST00000487803 	4734 	1640 1970 	4746 	1651 1981 	41 	32 32 
ENST00000293275 ENST00000586567 	ENST00000482846 ENST00000439025 ENST00000341976 ENST00000557525 ENST00000553901 	751 948 	1638 782 3483 102 1447 	751 948 	1638 782 3483 102 1447 	49 49 	35 35 35 35 35 
ENST00000466537 ENST00000550466 ENST00000480625 ENST00000479997 ENST00000494905 ENST00000553262 ENST00000550127 ENST00000486307 ENST00000495405 ENST00000558924 	ENST00000521576 ENST00000297798 ENST00000411432 	78 419 78 78 78 419 327 78 78 855 	194 194 3494 	78 419 78 78 78 419 327 78 78 855 	194 194 3494 	31 31 31 31 31 31 31 31 31 31 	45 45 45 
ENST00000452635 	ENST00000414297 	555 	611 	555 	611 	53 	53 
ENST00000319863 ENST00000354286 ENST00000442073 ENST00000502939 	ENST00000375946 	2553 2169 165 183 	57 	2553 2169 165 183 	57 	51 51 51 51 	53 
ENST00000429656 ENST00000417944 ENST00000451967 ENST00000580020 	ENST00000428199 	427 427 427 427 	467 	443 443 443 443 	467 	36 36 36 36 	53 
ENST00000373791 	ENST00000369287 	2192 	6222 	2201 	6244 	36 	31 
ENST00000357520 ENST00000576853 	ENST00000342147 	3011 2186 	486 	3016 2191 	488 	32 32 	34 
ENST00000533348 	ENST00000413199 	-3 	1937 	0 	1938 	50 	36 
ENST00000449131 	ENST00000224237 ENST00000487938 ENST00000469543 ENST00000421459 ENST00000544301 	3744 	719 719 657 52 987 	3744 	719 719 657 52 987 	53 	52 52 52 52 52 
ENST00000599809 ENST00000595520 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000594612 ENST00000558924 	19 19 25 112 1387 112 58 112 19 19 19 19 	150 402 	19 19 25 112 1387 112 58 112 19 19 19 19 	160 412 	53 53 53 53 53 53 53 53 53 53 53 53 	43 43 
ENST00000309955 ENST00000599809 ENST00000601706 ENST00000355568 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000439516 	ENST00000558924 	3839 78 84 2809 171 1446 171 117 171 78 78 	402 	3839 78 84 2809 171 1446 171 117 171 78 78 	402 	36 36 36 36 36 36 36 36 36 36 36 	53 
ENST00000551944 	ENST00000229465 ENST00000560066 	3595 	1419 1367 	3596 	1435 1383 	39 	31 31 
ENST00000366711 ENST00000484749 ENST00000425415 ENST00000554644 	ENST00000263256 	5466 7464 2238 2638 	2140 	5473 7471 2245 2645 	2150 	46 46 46 46 	42 
ENST00000519180 	ENST00000281382 ENST00000482786 ENST00000420164 ENST00000306465 ENST00000412717 	583 	833 664 395 870 677 	583 	833 664 395 870 677 	52 	53 53 53 53 53 
ENST00000536425 ENST00000582508 	ENST00000546485 ENST00000358888 ENST00000552314 	6 6 	100 200 425 	6 6 	100 200 425 	49 49 	52 52 52 
ENST00000408926 	ENST00000295269 ENST00000558583 	2885 	3941 5429 	2903 	3941 5429 	34 	53 53 
ENST00000436063 ENST00000550534 ENST00000550321 	ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	4024 602 598 	5141 2124 5141 5140 	4032 610 606 	5141 2124 5141 5140 	45 45 45 	52 52 52 52 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 	2584 1926 1315 	3787 	2584 1926 1315 	3801 	52 52 52 	38 
ENST00000271732 ENST00000486937 ENST00000522208 ENST00000592037 	ENST00000505845 	1890 335 3755 3603 	52 	1911 356 3776 3624 	60 	32 32 32 32 	45 
ENST00000436063 	ENST00000309733 ENST00000558583 	3949 	6861 6014 	3950 	6861 6014 	52 	52 52 
ENST00000560723 	ENST00000600484 	419 	871 	419 	871 	52 	53 
ENST00000571500 ENST00000534317 	ENST00000425566 	4558 4558 	1149 	4567 4567 	1149 	44 44 	33 
ENST00000488672 ENST00000359815 	ENST00000468221 	292 86 	2232 	292 86 	2232 	33 33 	33 
ENST00000476192 ENST00000497426 	ENST00000225724 ENST00000403396 ENST00000583052 	6955 6955 	2444 3363 85 	6956 6956 	2444 3363 85 	51 51 	52 52 52 
ENST00000264065 	ENST00000392857 	8620 	5073 	8637 	5073 	31 	53 
ENST00000481798 	ENST00000476715 ENST00000484568 ENST00000266610 	174 	264 263 273 	174 	264 263 273 	53 	53 53 53 
ENST00000588420 	ENST00000514142 	2217 	1521 	2217 	1529 	41 	38 
ENST00000489185 ENST00000430655 ENST00000380379 ENST00000490918 ENST00000423798 ENST00000464040 ENST00000380375 ENST00000380368 	ENST00000395590 ENST00000596737 	293 1707 1095 3406 293 390 1639 1707 	1798 1798 	314 1728 1116 3427 314 411 1660 1728 	1798 1798 	32 32 32 32 32 32 32 32 	35 35 
ENST00000512266 	ENST00000374449 	3332 	1509 	3351 	1509 	33 	52 
ENST00000326793 	ENST00000576511 ENST00000391355 ENST00000263026 	3887 	805 805 3169 	3887 	805 805 3169 	36 	52 52 52 
ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000445820 ENST00000428199 	116 116 116 116 116 	176 176 	129 129 129 129 129 	176 176 	40 40 40 40 40 	53 53 
ENST00000332397 ENST00000380765 ENST00000437326 	ENST00000416643 ENST00000418669 ENST00000570642 	1722 647 1722 	745 745 745 	1722 647 1722 	757 757 757 	52 52 52 	35 35 35 
ENST00000466489 	ENST00000455205 ENST00000267205 ENST00000506793 ENST00000281543 ENST00000511493 ENST00000596055 	294 	1421 2486 2586 2898 974 1421 	294 	1421 2486 2586 2898 974 1421 	53 	53 53 53 53 53 53 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000569239 ENST00000551364 ENST00000412930 	2585 1927 1316 	112 118 1480 112 112 	2585 1927 1316 	115 121 1483 115 115 	53 53 53 	50 50 50 50 50 
ENST00000481916 ENST00000584196 ENST00000580938 ENST00000582966 ENST00000556755 	ENST00000504880 	1270 1284 1270 1284 195 	1408 	1289 1303 1289 1303 214 	1430 	34 34 34 34 34 	31 
ENST00000489060 	ENST00000429412 ENST00000546113 	2315 	1719 1719 	2315 	1719 1719 	52 	42 42 
ENST00000371646 ENST00000353801 ENST00000371554 	ENST00000602906 ENST00000507090 ENST00000382444 	762 775 867 	605 712 485 	762 775 867 	621 728 501 	53 53 53 	37 37 37 
ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000445820 ENST00000428199 	118 118 118 118 118 	170 170 	129 129 129 129 129 	172 172 	42 42 42 42 42 	51 51 
ENST00000603274 ENST00000450479 	ENST00000445820 ENST00000428199 	117 117 	185 185 	129 129 	185 185 	41 41 	51 51 
ENST00000409858 ENST00000360271 ENST00000474787 	ENST00000471841 ENST00000602149 ENST00000366932 ENST00000329665 ENST00000562435 ENST00000312675 ENST00000543006 ENST00000469675 ENST00000551365 ENST00000310865 	3123 2958 4170 	4937 3529 1695 3010 5800 7866 7809 483 678 133 	3134 2969 4181 	4937 3529 1695 3010 5800 7866 7809 483 678 133 	31 31 31 	53 53 53 53 53 53 53 53 53 53 
ENST00000450479 	ENST00000456819 ENST00000453518 ENST00000429656 ENST00000419005 ENST00000445820 ENST00000446873 ENST00000428199 	77 	171 168 168 171 168 171 168 	83 	171 168 168 171 168 171 168 	31 	53 53 53 53 53 53 53 
ENST00000577714 ENST00000494429 ENST00000589291 ENST00000375190 ENST00000589966 ENST00000375120 ENST00000367696 ENST00000258349 	ENST00000334116 ENST00000591340 ENST00000511753 	6 734 55 1798 1050 4922 6024 5751 	3523 3386 617 	6 734 55 1798 1050 4922 6024 5751 	3523 3386 617 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000587860 ENST00000460133 ENST00000601579 ENST00000467747 ENST00000357137 ENST00000360835 ENST00000264914 	ENST00000480938 ENST00000420054 ENST00000594263 	13 4307 565 456 5309 5776 4673 	904 604 258 	13 4307 565 456 5309 5776 4673 	904 604 258 	53 53 53 53 53 53 53 	36 36 36 
ENST00000367069 	ENST00000560119 ENST00000543495 ENST00000399012 ENST00000381657 ENST00000445485 ENST00000468258 ENST00000439236 ENST00000379284 ENST00000379287 ENST00000469462 ENST00000459755 ENST00000438954 ENST00000458032 ENST00000525618 ENST00000530021 ENST00000442104 ENST00000451603 ENST00000418364 ENST00000543376 ENST00000437651 ENST00000383514 ENST00000569100 ENST00000484716 ENST00000267731 ENST00000449592 ENST00000541467 ENST00000538055 ENST00000515477 ENST00000497956 ENST00000511810 ENST00000400313 ENST00000428416 ENST00000552478 ENST00000551739 ENST00000595146 ENST00000522156 ENST00000394807 ENST00000428059 ENST00000456351 ENST00000507297 ENST00000511850 ENST00000518741 ENST00000471389 ENST00000463855 ENST00000268349 ENST00000451789 ENST00000443156 ENST00000436531 ENST00000436655 ENST00000481915 ENST00000338758 ENST00000566542 ENST00000276602 ENST00000518961 ENST00000488498 ENST00000399150 ENST00000252229 ENST00000537279 ENST00000394645 ENST00000465069 ENST00000395025 	3474 	1156 1156 3608 3825 977 56 770 3460 4150 1650 250 1814 1914 2436 1734 1816 1916 170 882 1816 1916 882 880 913 2403 2174 253 417 251 1653 1808 1908 3539 2406 2666 163 2336 1765 1636 1164 749 157 3681 2449 2192 1820 1920 1814 1914 1554 2234 789 1690 2869 109 1816 1916 204 798 665 91 	3475 	1176 1176 3628 3845 997 76 790 3480 4170 1670 270 1834 1934 2456 1754 1836 1936 190 902 1836 1936 902 900 933 2423 2194 273 437 271 1673 1828 1928 3559 2426 2686 183 2356 1785 1656 1184 769 177 3701 2469 2212 1840 1940 1834 1934 1574 2254 809 1710 2889 129 1836 1936 224 818 685 111 	31 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000589373 	ENST00000538264 ENST00000577843 ENST00000578332 ENST00000583315 	368 	806 806 806 806 	368 	806 806 806 806 	33 	53 53 53 53 
ENST00000526284 	ENST00000539061 ENST00000403396 	929 	2562 3454 	929 	2562 3454 	53 	53 53 
