ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	154 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000433132 	ENST00000438370 	133 	0 	133 	0 	53 	52 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	267 267 259 267 	15 	267 267 259 267 	15 	53 53 53 53 	53 
ENST00000517577 ENST00000492727 ENST00000394290 	ENST00000449131 	222 219 221 	4162 	222 219 221 	4162 	53 53 53 	53 
ENST00000262428 ENST00000567278 ENST00000564057 ENST00000561707 	ENST00000508814 ENST00000514253 	631 4126 530 525 	301 232 	631 4126 530 525 	301 232 	53 53 53 53 	53 53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	11 	271 271 263 271 	11 	53 53 53 53 	53 
ENST00000429775 	ENST00000514253 	267 	456 	267 	456 	53 	52 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	125 125 125 122 124 125 148 125 125 125 125 125 134 	126 	125 125 125 122 124 125 148 125 125 125 125 125 134 	126 	52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000265563 ENST00000296446 	ENST00000477143 ENST00000493449 ENST00000568107 	2898 2814 	1952 1878 11107 	2898 2814 	1970 1896 11125 	53 53 	33 33 33 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	96 94 236 	4213 	96 94 236 	4213 	53 53 53 	53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	216 88 98 68 812 216 88 98 68 812 	230 230 	216 88 98 68 812 216 88 98 68 812 	230 230 	51 51 51 51 51 51 51 51 51 51 	52 52 
ENST00000371316 	ENST00000468673 	4819 	864 	4824 	864 	31 	53 
ENST00000265598 	ENST00000337508 	2257 	2238 	2257 	2238 	53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	157 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	157 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000474485 	ENST00000600057 	65 	596 	65 	596 	53 	53 
ENST00000429775 	ENST00000514253 	266 	459 	266 	459 	53 	53 
ENST00000475608 	ENST00000592379 	380 	25 	380 	25 	52 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 ENST00000461022 	ENST00000604922 	551 425 551 559 547 547 573 	192 	551 425 551 559 547 547 573 	192 	53 53 53 53 53 53 53 	50 
ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	ENST00000449131 	97 95 236 237 	4187 	97 95 236 237 	4187 	53 53 53 53 	52 
ENST00000336083 ENST00000545625 ENST00000537446 ENST00000400470 	ENST00000412425 	845 286 306 364 	50 	845 286 306 364 	50 	50 50 50 50 	53 
ENST00000576988 ENST00000381165 	ENST00000571968 	184 561 	186 	184 561 	186 	52 52 	53 
ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000439516 	ENST00000225724 ENST00000403396 ENST00000583052 	68 74 74 74 161 1436 2147 164 161 68 74 68 107 161 68 68 	2435 3354 76 	68 74 74 74 161 1436 2147 164 161 68 74 68 107 161 68 68 	2435 3354 76 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 52 52 
ENST00000550977 ENST00000479145 ENST00000295025 	ENST00000401491 ENST00000271375 	2503 130 9238 	1229 5473 	2503 130 9238 	1241 5485 	52 52 52 	41 41 
ENST00000475470 	ENST00000481445 ENST00000598404 	446 	1939 1939 	453 	1954 1954 	46 	38 38 
ENST00000574872 	ENST00000519266 ENST00000520221 	691 	201 41 	691 	201 41 	52 	53 53 
ENST00000513912 	ENST00000431330 	27 	19 	27 	19 	51 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000472161 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 	ENST00000604922 	542 544 418 539 544 552 540 540 	184 	542 544 418 539 544 552 540 540 	184 	53 53 53 53 53 53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4197 	76 74 216 	4197 	53 53 53 	53 
ENST00000389044 ENST00000409677 ENST00000430954 ENST00000543084 	ENST00000366223 	328 281 307 292 	2248 	328 281 307 292 	2259 	52 52 52 52 	42 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 384 385 386 361 	3757 	361 384 385 386 361 	3757 	53 53 53 53 53 	53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000474036 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000381661 	5263 5807 5534 5264 5911 6678 5534 5269 5536 5264 1419 626 5534 5534 5534 5534 	2122 	5263 5807 5534 5264 5911 6678 5534 5269 5536 5264 1419 626 5534 5534 5534 5534 	2122 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000308664 ENST00000377685 ENST00000539276 ENST00000548169 ENST00000550262 ENST00000395494 	ENST00000290649 ENST00000492830 	2024 1836 1459 1021 3453 1832 	3256 2013 	2024 1836 1459 1021 3453 1832 	3271 2028 	53 53 53 53 53 53 	31 31 
ENST00000449707 ENST00000450765 	ENST00000428880 ENST00000430322 	199 425 	320 279 	199 425 	320 279 	52 52 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	173 173 	417 	173 173 	417 	52 52 	51 
ENST00000377685 ENST00000539276 ENST00000548169 ENST00000313432 ENST00000395494 	ENST00000592379 	3554 3177 2739 891 3550 	63 	3554 3177 2739 891 3550 	63 	52 52 52 52 52 	53 
ENST00000548015 	ENST00000552551 ENST00000546826 ENST00000549198 ENST00000551318 	666 	291 202 151 233 	666 	302 213 162 244 	53 	41 41 41 41 
ENST00000498752 	ENST00000592379 	257 	73 	257 	73 	53 	53 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 101 78 78 87 	121 	78 78 101 78 78 87 	121 	52 52 52 52 52 52 	52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4188 	98 96 238 	4188 	53 53 53 	52 
ENST00000447619 ENST00000456793 ENST00000429985 	ENST00000536896 	336 439 452 	755 	336 439 452 	775 	51 51 51 	33 
ENST00000361624 	ENST00000253332 ENST00000354675 ENST00000490177 ENST00000402676 ENST00000359755 	512 	864 554 441 915 457 	512 	864 554 441 915 457 	53 	53 53 53 53 53 
ENST00000254624 ENST00000519656 ENST00000523074 ENST00000521940 ENST00000334503 	ENST00000328656 	2510 2319 466 372 2285 	5690 	2510 2319 466 372 2285 	5705 	53 53 53 53 53 	33 
ENST00000498161 ENST00000434913 ENST00000599364 	ENST00000449131 	211 232 211 	4151 	211 232 211 	4151 	47 47 47 	47 
ENST00000225724 ENST00000403396 	ENST00000309955 	2594 3513 	3695 	2594 3513 	3703 	53 53 	44 
ENST00000480198 ENST00000481006 ENST00000368847 ENST00000466444 ENST00000334574 	ENST00000285116 ENST00000329627 ENST00000449697 ENST00000571751 ENST00000419892 ENST00000360388 ENST00000013222 	1190 1762 2527 1707 4346 	1641 7441 553 1641 1640 2795 1543 	1190 1762 2527 1707 4346 	1647 9653 559 1647 1646 2801 1549 	37 37 37 37 37 	46 46 46 46 46 46 46 
ENST00000434913 	ENST00000449131 	239 	4142 	239 	4142 	53 	53 
ENST00000366988 ENST00000473900 	ENST00000460674 ENST00000264613 	265 198 	1955 4362 	265 198 	1955 4362 	53 53 	53 53 
ENST00000376572 	ENST00000358230 	2067 	2678 	2067 	2695 	53 	33 
ENST00000498161 ENST00000425761 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 386 354 331 	4164 	331 349 386 354 331 	4164 	53 53 53 53 53 	53 
ENST00000429412 ENST00000546113 ENST00000474698 	ENST00000319406 ENST00000555870 ENST00000502413 	1688 1688 5420 	1384 6111 753 	1688 1688 5420 	1384 6111 753 	52 52 52 	50 50 50 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	362 385 380 386 387 385 362 	3785 	362 385 380 386 387 385 362 	3785 	53 53 53 53 53 53 53 	53 
ENST00000529271 ENST00000502413 	ENST00000429412 ENST00000546113 ENST00000489060 ENST00000392857 	441 379 	2019 2019 2735 4659 	452 390 	2019 2019 2735 4659 	40 40 	51 51 51 51 
ENST00000463579 	ENST00000491969 	49 	172 	49 	172 	52 	51 
ENST00000548567 ENST00000351328 ENST00000542324 ENST00000546621 ENST00000546891 ENST00000548849 ENST00000546930 ENST00000548041 ENST00000551936 ENST00000550734 ENST00000551253 ENST00000551473 ENST00000547298 ENST00000551137 ENST00000550655 ENST00000551968 ENST00000550159 ENST00000551430 ENST00000552222 ENST00000547283 ENST00000549318 	ENST00000463943 	404 322 347 106 23 306 260 245 243 246 187 368 236 492 184 246 337 484 247 419 867 	365 	404 322 347 106 23 306 260 245 243 246 187 368 236 492 184 246 337 484 247 419 867 	365 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000344120 ENST00000434127 	ENST00000405486 ENST00000356244 ENST00000455915 ENST00000407260 	1626 1614 	1803 1394 2560 958 	1646 1634 	1803 1394 2560 958 	31 31 	53 53 53 53 
ENST00000555870 	ENST00000538183 	5250 	8747 	5255 	8760 	46 	31 
ENST00000600648 ENST00000475135 ENST00000478791 	ENST00000520907 	342 490 930 	3049 	357 505 945 	3061 	35 35 35 	39 
ENST00000336452 ENST00000336458 ENST00000576930 ENST00000419711 ENST00000571955 ENST00000416016 ENST00000585668 	ENST00000571623 ENST00000557667 ENST00000532485 	1099 1362 1290 1122 1217 1187 899 	4644 2474 4644 	1099 1362 1290 1122 1217 1187 899 	4657 2487 4657 	53 53 53 53 53 53 53 	32 32 32 
ENST00000546654 	ENST00000564755 	85 	191 	85 	191 	52 	52 
ENST00000405547 	ENST00000241527 ENST00000488567 ENST00000455202 	4035 	4154 3589 2382 	4035 	4154 3589 2382 	53 	53 53 53 
ENST00000396987 ENST00000519921 ENST00000523906 	ENST00000240651 ENST00000538582 	1797 814 351 	2229 2715 	1797 814 351 	2229 2715 	52 52 52 	53 53 
ENST00000409562 ENST00000550703 ENST00000478122 ENST00000264663 	ENST00000394511 ENST00000558583 	3032 1648 1610 5744 	68 5627 	3032 1648 1610 5744 	68 5627 	35 35 35 35 	53 53 
ENST00000324170 ENST00000355372 	ENST00000300289 ENST00000434494 ENST00000538521 	1994 1987 	1421 1535 1535 	1994 1987 	1421 1535 1535 	52 52 	52 52 52 
ENST00000352732 ENST00000355100 	ENST00000400000 ENST00000340541 ENST00000583879 ENST00000583475 	7206 7159 	959 1034 658 627 	7206 7159 	969 1044 668 637 	53 53 	38 38 38 38 
ENST00000490926 	ENST00000232501 	276 	119 	276 	119 	53 	53 
ENST00000546654 	ENST00000564755 	119 	191 	119 	191 	38 	52 
ENST00000497322 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000413498 ENST00000429825 ENST00000424565 ENST00000406939 	ENST00000411963 ENST00000492999 ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1835 206 248 274 150 249 249 242 244 246 	427 353 427 353 427 353 	1851 222 264 290 166 265 265 258 260 262 	427 353 427 353 427 353 	37 37 37 37 37 37 37 37 37 37 	53 53 53 53 53 53 
ENST00000487100 ENST00000382175 ENST00000474167 	ENST00000604922 	546 420 542 	248 	546 420 542 	248 	53 53 53 	40 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	97 95 237 	4188 	97 95 237 	4188 	52 52 52 	52 
ENST00000486765 ENST00000361605 ENST00000474140 	ENST00000296509 ENST00000478047 	2208 1357 3190 	2959 481 	2208 1357 3190 	2978 500 	53 53 53 	33 33 
ENST00000507623 ENST00000380638 	ENST00000463943 	183 183 	407 	183 183 	407 	53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	50 
ENST00000498161 ENST00000425761 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	330 348 385 353 330 	4154 	330 348 385 353 330 	4154 	52 52 52 52 52 	52 
ENST00000498161 ENST00000425761 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	327 345 550 350 382 350 327 	4139 	327 345 550 350 382 350 327 	4139 	53 53 53 53 53 53 53 	53 
ENST00000434913 	ENST00000449131 	239 	4126 	239 	4126 	52 	53 
ENST00000446445 	ENST00000592379 	280 	33 	280 	33 	53 	53 
ENST00000531980 	ENST00000513293 	361 	1657 	361 	1657 	53 	53 
ENST00000309235 	ENST00000252329 ENST00000240055 	3029 	193 3100 	3039 	213 3120 	32 	31 31 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	148 338 173 130 70 58 58 81 58 81 58 81 58 58 58 67 	154 	148 338 173 130 70 58 58 81 58 81 58 81 58 58 58 67 	154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	68 68 91 68 68 77 	123 	68 68 91 68 68 77 	123 	53 53 53 53 53 53 	52 
ENST00000359415 ENST00000264028 ENST00000594860 ENST00000596715 	ENST00000565321 ENST00000569563 ENST00000377957 ENST00000574474 ENST00000465605 ENST00000472200 ENST00000471668 ENST00000311417 ENST00000432729 ENST00000382021 ENST00000303525 ENST00000301215 ENST00000473371 ENST00000333703 ENST00000483477 ENST00000300619 ENST00000495441 ENST00000293272 ENST00000366113 ENST00000550746 ENST00000265641 ENST00000584581 ENST00000410026 ENST00000497613 ENST00000409379 ENST00000556123 ENST00000409734 ENST00000547440 ENST00000504669 ENST00000501515 ENST00000492342 ENST00000560440 ENST00000422247 ENST00000491968 ENST00000461317 ENST00000527063 ENST00000491193 ENST00000367942 ENST00000603197 ENST00000605140 ENST00000426371 	2413 2220 2413 2220 	6475 4403 3671 3750 206 2738 1887 2791 2845 3197 3101 3481 1508 4408 3190 3845 2509 817 696 3851 4594 2466 9731 6475 4403 3900 1066 1781 2975 453 206 2651 1993 206 206 1922 1310 2996 817 696 1012 	2413 2220 2413 2220 	6475 4403 3671 3750 206 2738 1887 2791 2845 3197 3101 3481 1508 4408 3190 3845 2509 817 696 3851 4594 2466 9731 6475 4403 3900 1066 1781 2975 453 206 2651 1993 206 206 1922 1310 2996 817 696 1012 	53 53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000484430 ENST00000398981 ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 518 518 518 518 	268 	520 528 518 518 518 518 	268 	53 53 53 53 53 53 	52 
ENST00000398295 	ENST00000461526 	448 	432 	448 	432 	52 	53 
ENST00000216455 ENST00000554812 ENST00000557087 ENST00000555743 ENST00000557508 	ENST00000460469 	484 464 325 436 328 	395 	484 464 325 436 328 	395 	51 51 51 51 51 	35 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	419 	187 187 	419 	53 53 	51 
ENST00000504292 	ENST00000455611 	467 	2294 	467 	2294 	51 	45 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 386 384 361 	4143 	361 384 379 386 384 361 	4143 	53 53 53 53 53 53 	53 
ENST00000463753 	ENST00000458670 	2805 	464 	2825 	485 	33 	32 
ENST00000360971 	ENST00000217185 ENST00000368614 ENST00000392638 ENST00000368610 ENST00000293272 ENST00000366113 ENST00000556123 ENST00000381800 ENST00000346141 ENST00000340993 ENST00000394239 ENST00000325752 ENST00000603197 ENST00000605140 ENST00000426371 	6433 	2434 4569 4754 4278 855 734 3938 849 885 1687 1619 1867 855 734 1050 	6433 	2434 4569 4754 4278 855 734 3938 849 885 1687 1619 1867 855 734 1050 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000600535 	ENST00000367203 	236 	1757 	257 	1758 	32 	52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	84 82 224 	4209 	84 82 224 	4209 	53 53 53 	53 
ENST00000465752 	ENST00000406213 	86 	1406 	86 	1406 	50 	47 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	178 170 	77 77 	178 170 	77 77 	53 53 	53 53 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	601 609 601 	276 	601 609 601 	276 	52 52 52 	53 
ENST00000498161 ENST00000466086 ENST00000413500 ENST00000599364 	ENST00000449131 	331 215 213 331 	3761 	331 215 213 331 	3761 	53 53 53 53 	53 
ENST00000380393 ENST00000216877 ENST00000430705 ENST00000318266 ENST00000399903 ENST00000356147 ENST00000358719 	ENST00000359591 ENST00000551466 ENST00000281950 	602 316 122 122 309 44 309 	5625 2493 1469 	602 316 122 122 309 44 309 	5635 2503 1479 	53 53 53 53 53 53 53 	38 38 38 
ENST00000546516 ENST00000552683 ENST00000548603 ENST00000547543 	ENST00000300038 	3515 2259 440 216 	747 	3518 2262 443 219 	754 	33 33 33 33 	43 
ENST00000553405 	ENST00000562680 	118 	3719 	118 	3739 	52 	33 
ENST00000519878 	ENST00000393965 ENST00000593203 ENST00000330953 	-22 	3250 26 2127 	0 	3258 34 2135 	31 	36 36 36 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	268 	518 526 	268 	53 53 	52 
ENST00000398259 ENST00000483907 ENST00000449832 ENST00000483613 ENST00000451219 ENST00000389400 ENST00000555161 ENST00000437728 ENST00000485355 ENST00000442655 	ENST00000604922 	523 525 494 525 524 553 506 520 525 525 	227 	523 525 494 525 524 553 506 520 525 525 	227 	46 46 46 46 46 46 46 46 46 46 	52 
ENST00000528443 ENST00000606911 ENST00000435319 	ENST00000476266 ENST00000578975 ENST00000609116 	3286 3013 2629 	201 1026 11294 	3286 3013 2629 	219 1044 11312 	53 53 53 	35 35 35 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	430 381 	1121 1138 	430 381 	1121 1138 	53 53 	40 40 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 517 561 	241 	533 535 409 517 561 	241 	53 53 53 53 53 	52 
ENST00000426094 ENST00000293872 ENST00000337351 ENST00000397783 ENST00000429378 ENST00000464711 ENST00000397780 ENST00000419516 ENST00000495349 ENST00000418978 ENST00000430864 	ENST00000515262 	2142 861 874 874 147 1668 1039 915 815 919 639 	153 	2142 861 874 874 147 1668 1039 915 815 919 639 	153 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000550977 ENST00000229465 ENST00000602666 	ENST00000478538 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000518152 	2206 1111 2490 	3 7394 5702 1590 343 	2206 1111 2490 	3 7394 5702 1590 343 	52 52 52 	53 53 53 53 53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 385 386 361 	3767 	361 385 386 361 	3767 	53 53 53 53 	52 
ENST00000558577 ENST00000559952 ENST00000316967 ENST00000357253 	ENST00000342039 ENST00000338938 ENST00000379430 	1023 1023 1123 1123 	1596 1596 1596 	1023 1023 1123 1123 	1596 1596 1596 	53 53 53 53 	53 53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	49 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 	ENST00000604922 	546 420 546 554 542 542 	210 	546 420 546 554 542 542 	210 	53 53 53 53 53 53 	53 
ENST00000497322 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000431782 ENST00000314394 ENST00000432393 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1859 230 272 298 269 174 273 268 270 2047 263 	423 349 423 349 	1859 230 272 298 269 174 273 268 270 2047 263 	423 349 423 349 	53 53 53 53 53 53 53 53 53 53 53 	52 52 52 52 
ENST00000597227 ENST00000596658 	ENST00000601717 ENST00000341114 ENST00000595948 ENST00000597295 ENST00000596011 ENST00000422090 ENST00000352066 ENST00000597029 ENST00000597723 ENST00000596217 ENST00000595463 ENST00000593652 ENST00000596437 ENST00000600583 ENST00000594673 ENST00000599788 ENST00000600935 ENST00000596680 ENST00000601665 ENST00000599560 ENST00000599186 ENST00000597814 ENST00000599830 ENST00000598301 ENST00000413454 	408 278 	14 137 137 94 90 342 329 41 73 102 102 102 129 102 33 73 102 27 63 361 63 7 80 112 127 	408 278 	14 137 137 94 90 342 329 41 73 102 102 102 129 102 33 73 102 27 63 361 63 7 80 112 127 	53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	417 	182 182 	417 	53 53 	51 
ENST00000578049 	ENST00000291458 ENST00000497726 ENST00000460810 ENST00000479899 ENST00000370272 ENST00000254657 ENST00000254658 ENST00000368020 ENST00000368021 ENST00000435396 	539 	449 176 357 471 3473 5349 5199 1664 1754 1713 	539 	449 176 357 471 3473 5349 5199 1664 1754 1713 	53 	32 32 32 32 32 32 32 32 32 32 
ENST00000224237 ENST00000487938 ENST00000469543 ENST00000544301 	ENST00000475135 ENST00000478791 	1185 1185 1123 1453 	417 857 	1185 1185 1123 1453 	417 857 	50 50 50 50 	40 40 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	405 	852 656 1872 	405 	852 656 1872 	53 	53 53 53 
ENST00000475608 	ENST00000592379 	362 	14 	362 	14 	53 	52 
ENST00000474210 	ENST00000584888 	258 	294 	258 	294 	53 	48 
ENST00000546654 	ENST00000564755 	85 	191 	85 	191 	52 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	133 323 158 115 55 43 43 43 66 43 66 43 43 66 43 43 	159 	133 323 158 115 55 43 43 43 66 43 66 43 43 66 43 43 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000546654 	ENST00000564755 	92 	190 	92 	190 	53 	51 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 385 386 384 361 	3794 	361 384 379 385 386 384 361 	3796 	53 53 53 53 53 53 53 	51 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	362 385 386 387 362 	3738 	362 385 386 387 362 	3738 	53 53 53 53 53 	53 
ENST00000546654 	ENST00000564755 	104 	191 	118 	211 	39 	32 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000461022 	ENST00000604922 	551 425 551 559 547 573 	200 	551 425 551 559 547 573 	200 	50 50 50 50 50 50 	53 
ENST00000517577 	ENST00000449131 	224 	4179 	224 	4199 	53 	32 
ENST00000492957 	ENST00000552213 ENST00000369466 	406 	154 5712 	406 	154 5712 	53 	33 33 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	479 	886 690 1906 	479 	886 690 1906 	53 	51 51 51 
ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	59 59 82 59 59 82 59 59 59 68 	136 	59 59 82 59 59 82 59 59 59 68 	136 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000323496 	ENST00000463943 	265 	408 	265 	408 	52 	53 
ENST00000429775 	ENST00000514253 	270 	448 	270 	448 	53 	53 
ENST00000517577 	ENST00000449131 	228 	4168 	228 	4187 	43 	34 
ENST00000416139 ENST00000446445 	ENST00000592379 	287 287 	15 	287 287 	15 	52 52 	53 
ENST00000487100 ENST00000382175 ENST00000474167 ENST00000461022 	ENST00000604922 	551 425 547 573 	317 	551 425 547 573 	317 	53 53 53 53 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	357 380 375 381 382 380 357 	4164 	357 380 375 381 382 380 357 	4164 	53 53 53 53 53 53 53 	53 
ENST00000538183 	ENST00000586501 	11197 	853 	11197 	853 	33 	53 
ENST00000323496 	ENST00000463943 	265 	403 	265 	403 	51 	53 
ENST00000434913 	ENST00000449131 	239 	4139 	239 	4139 	53 	53 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	687 695 683 	189 	687 695 683 	189 	53 53 53 	52 
