ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	198 198 	407 	198 198 	407 	53 53 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	248 249 	4163 	248 249 	4163 	51 51 	53 
ENST00000382247 ENST00000253699 	ENST00000465920 	3125 4383 	7 	3125 4383 	9 	38 38 	31 
ENST00000504292 ENST00000422071 	ENST00000455611 	467 216 	2302 	467 216 	2302 	51 51 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	268 	518 526 	268 	53 53 	52 
ENST00000517577 	ENST00000449131 	213 	4162 	213 	4162 	53 	53 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000454675 ENST00000403842 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	105 105 105 104 105 105 105 105 105 105 114 	126 	105 105 105 104 105 105 105 105 105 105 114 	126 	53 53 53 53 53 53 53 53 53 53 53 	35 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	142 	271 271 263 271 	142 	53 53 53 53 	51 
ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 	ENST00000419932 	651 1853 1786 2186 	-15 	651 1853 1786 2186 	0 	53 53 53 53 	38 
ENST00000316156 ENST00000373150 ENST00000373151 ENST00000373148 	ENST00000420788 	2903 2685 2780 1261 	109 	2903 2685 2780 1261 	109 	52 52 52 52 	32 
ENST00000323496 	ENST00000463943 	268 	407 	268 	407 	52 	52 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	232 350 	448 448 	232 350 	454 454 	53 53 	39 39 
ENST00000223095 ENST00000445463 	ENST00000535132 	2886 2832 	81 	2886 2832 	83 	52 52 	32 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	484 	924 728 1944 	484 	945 749 1965 	52 	32 32 32 
ENST00000548015 	ENST00000552551 ENST00000546826 ENST00000549198 ENST00000551318 	527 	263 174 123 205 	527 	263 174 123 205 	51 	53 53 53 53 
ENST00000593812 ENST00000595753 	ENST00000381509 	326 4501 	1450 	326 4501 	1463 	53 53 	32 
ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	321 339 172 205 203 344 544 344 376 344 321 	3794 	321 339 172 205 203 344 544 344 376 344 321 	3797 	52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000398259 ENST00000451219 ENST00000389400 ENST00000555161 	ENST00000604922 	519 520 549 502 	224 	519 520 549 502 	224 	53 53 53 53 	53 
ENST00000517577 ENST00000492727 	ENST00000449131 	219 216 	4158 	219 216 	4158 	52 52 	52 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	286 	518 526 	286 	53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000311180 	ENST00000450849 	6845 	4055 	6845 	4069 	51 	32 
ENST00000475608 ENST00000498752 	ENST00000592379 	246 249 	74 	246 249 	74 	52 52 	53 
ENST00000511335 ENST00000508820 ENST00000502844 ENST00000241502 	ENST00000488166 ENST00000377038 ENST00000509269 ENST00000285071 	2547 5771 679 3944 	339 2510 53 3266 	2547 5771 679 3944 	339 2510 53 3266 	37 37 37 37 	50 50 50 50 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	95 93 235 	4213 	95 93 235 	4213 	53 53 53 	53 
ENST00000586034 ENST00000493763 ENST00000397415 ENST00000424341 ENST00000070846 ENST00000377834 ENST00000578887 ENST00000513146 ENST00000306071 ENST00000576360 ENST00000575379 	ENST00000499536 ENST00000535479 ENST00000261407 ENST00000593628 	2418 1297 1409 905 1440 1614 2418 509 1889 1561 805 	354 2401 1767 1795 	2418 1297 1409 905 1440 1614 2418 509 1889 1561 805 	376 2423 1789 1817 	52 52 52 52 52 52 52 52 52 52 52 	31 31 31 31 
ENST00000416139 ENST00000446445 	ENST00000592379 	290 290 	59 	290 290 	59 	52 52 	51 
ENST00000475608 	ENST00000592379 	227 	50 	227 	50 	52 	52 
ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	61 61 84 61 61 84 61 61 61 70 	140 	61 61 84 61 61 84 61 61 61 70 	140 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	142 	222 219 	142 	52 52 	51 
ENST00000551866 	ENST00000539061 ENST00000436679 	98 	1976 1032 	149 	1976 1032 	37 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	402 	205 205 	402 	52 52 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3785 	331 349 215 213 554 354 386 354 331 	3785 	53 53 53 53 53 53 53 53 53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4168 	239 240 	4168 	53 53 	52 
ENST00000468479 ENST00000461507 ENST00000467076 ENST00000368356 ENST00000474345 ENST00000471117 ENST00000495308 ENST00000487002 ENST00000491013 ENST00000356657 ENST00000465559 ENST00000470171 ENST00000489003 ENST00000477057 ENST00000447866 	ENST00000324989 ENST00000397890 ENST00000513911 ENST00000511535 ENST00000512574 	388 340 346 489 407 138 271 1327 463 536 529 286 270 269 395 	2208 1992 1518 2163 2305 	388 340 346 489 407 138 271 1327 463 536 529 286 270 269 395 	2208 1992 1518 2163 2305 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 52 52 52 52 
ENST00000434913 	ENST00000449131 	237 	4151 	237 	4151 	53 	52 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	170 212 238 114 	281 281 281 	170 212 238 114 	281 281 281 	52 52 52 52 	53 53 53 
ENST00000367211 ENST00000431766 	ENST00000370615 ENST00000447127 	550 1241 	82 8 	550 1241 	82 8 	53 53 	51 51 
ENST00000481617 	ENST00000309733 	2929 	8075 	2929 	8075 	52 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	227 224 	11 	227 224 	11 	52 52 	53 
ENST00000506793 ENST00000281543 ENST00000511493 	ENST00000326282 ENST00000601837 	2685 2997 1073 	1402 165 	2685 2997 1073 	1413 176 	53 53 53 	33 33 
ENST00000434913 ENST00000450676 	ENST00000449131 	239 239 	4142 	239 239 	4142 	47 47 	52 
ENST00000409105 ENST00000409913 ENST00000319466 ENST00000409800 ENST00000444761 	ENST00000540918 	3559 3324 3531 3304 3514 	2757 	3559 3324 3531 3304 3514 	2762 	50 50 50 50 50 	36 
ENST00000496419 ENST00000423509 ENST00000430940 ENST00000422726 ENST00000424832 ENST00000464914 ENST00000457806 ENST00000462851 ENST00000497204 ENST00000461285 ENST00000495614 ENST00000461470 ENST00000464623 	ENST00000442281 ENST00000429656 ENST00000603274 ENST00000445820 ENST00000428199 	713 369 369 376 413 356 352 543 623 708 619 708 619 	19 19 19 19 19 	716 372 372 379 416 359 355 546 626 711 622 711 622 	40 40 40 40 40 	49 49 49 49 49 49 49 49 49 49 49 49 49 	32 32 32 32 32 
ENST00000507623 ENST00000380638 	ENST00000463943 	195 195 	419 	195 195 	419 	52 52 	42 
ENST00000358278 ENST00000357980 ENST00000558347 ENST00000559397 ENST00000267996 ENST00000404484 ENST00000558544 ENST00000558264 	ENST00000560723 	1252 1312 1064 1179 1179 1108 941 2199 	453 	1260 1320 1072 1187 1187 1116 949 2207 	471 	44 44 44 44 44 44 44 44 	35 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4210 	98 96 238 	4210 	53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000397467 ENST00000568122 	ENST00000515262 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	151 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	162 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	42 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	100 98 240 	4192 	100 98 240 	4192 	52 52 52 	51 
ENST00000396197 ENST00000556132 ENST00000481848 ENST00000368281 	ENST00000527958 	2942 9802 9448 6501 	2208 	2961 9821 9467 6520 	2208 	34 34 34 34 	34 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	100 98 240 	4206 	100 98 240 	4206 	53 53 53 	53 
ENST00000309955 	ENST00000584196 ENST00000582966 ENST00000225724 	4005 	1738 1738 2298 	4005 	1738 1738 2298 	50 	51 51 51 
ENST00000483407 	ENST00000315475 	262 	4685 	262 	4685 	47 	53 
ENST00000545243 	ENST00000462592 	488 	2861 	488 	2861 	53 	52 
ENST00000479111 	ENST00000417775 	117 	168 	117 	168 	53 	53 
ENST00000556029 	ENST00000568653 	3616 	1113 	3616 	1113 	53 	40 
ENST00000596658 	ENST00000601717 ENST00000341114 ENST00000595948 ENST00000597295 ENST00000596011 ENST00000422090 ENST00000352066 ENST00000597029 ENST00000597723 ENST00000596217 ENST00000595463 ENST00000593652 ENST00000596437 ENST00000600583 ENST00000594673 ENST00000599788 ENST00000600935 ENST00000596680 ENST00000601665 ENST00000599186 ENST00000599830 ENST00000598301 	316 	26 149 149 106 102 354 341 53 85 114 114 114 141 114 45 85 114 39 75 75 92 124 	316 	26 149 149 106 102 354 341 53 85 114 114 114 141 114 45 85 114 39 75 75 92 124 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000432629 ENST00000393148 	ENST00000492999 ENST00000486695 ENST00000467671 	204 230 	281 281 281 	204 230 	281 281 281 	53 53 	53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	246 246 	408 	246 246 	408 	53 53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	238 239 	4164 	238 239 	4164 	53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4200 	99 97 239 	4200 	53 53 53 	53 
ENST00000323496 	ENST00000463943 	258 	378 	258 	378 	52 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	170 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	37 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000480465 ENST00000395291 	ENST00000515262 	71 71 94 71 80 	121 	71 71 94 71 80 	121 	52 52 52 52 52 	52 
ENST00000233838 	ENST00000261837 ENST00000396335 ENST00000557936 ENST00000368847 ENST00000334574 	5976 	2297 1903 1919 2518 4337 	5976 	2297 1903 1919 2518 4337 	37 	44 44 44 44 44 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	426 	197 197 	426 	53 53 	50 
ENST00000322507 ENST00000345356 ENST00000416123 ENST00000483888 ENST00000419671 	ENST00000512701 ENST00000366974 ENST00000366973 ENST00000525574 ENST00000527693 ENST00000445193 	4572 880 4262 4343 486 	6448 1399 1340 1216 738 5461 	4572 880 4262 4343 486 	6448 1399 1340 1216 738 5461 	53 53 53 53 53 	53 53 53 53 53 53 
ENST00000273550 ENST00000532829 ENST00000534180 ENST00000526640 ENST00000532601 ENST00000534719 	ENST00000508814 ENST00000514253 	712 676 747 569 541 733 	306 237 	712 676 747 569 541 733 	306 237 	53 53 53 53 53 53 	53 53 
ENST00000274255 	ENST00000389082 ENST00000306833 	2815 	6892 6732 	2815 	6892 6732 	53 	36 36 
ENST00000574872 	ENST00000520221 	666 	47 	666 	47 	52 	53 
ENST00000300619 	ENST00000372523 ENST00000469063 ENST00000339252 ENST00000518745 ENST00000425854 ENST00000544197 ENST00000395216 ENST00000327680 ENST00000481213 ENST00000302787 ENST00000304984 	3799 	2050 16 81 1 81 81 2646 267 91 4910 578 	3799 	2071 37 102 22 102 102 2667 288 112 4931 599 	37 	32 32 32 32 32 32 32 32 32 32 32 
ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 	ENST00000445820 ENST00000428199 	529 497 193 190 188 188 193 	170 170 	529 497 193 190 188 188 193 	170 170 	53 53 53 53 53 53 53 	53 53 
ENST00000357037 	ENST00000400815 ENST00000572705 ENST00000399759 ENST00000571088 ENST00000399756 ENST00000174621 ENST00000563731 	2511 	3247 3318 3244 3257 3570 3327 3247 	2511 	3249 3320 3246 3259 3572 3329 3249 	52 	50 50 50 50 50 50 50 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1836 	595 443 	1836 	35 35 	53 
ENST00000555532 	ENST00000498565 	46 	254 	46 	254 	53 	51 
ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	336 169 202 200 341 541 341 373 341 	3803 	336 169 202 200 341 541 341 373 341 	3803 	53 53 53 53 53 53 53 53 53 	53 
ENST00000357037 	ENST00000253144 ENST00000449416 	2627 	3626 2401 	2644 	3639 2414 	36 	40 40 
ENST00000370241 ENST00000448244 ENST00000370236 ENST00000370234 	ENST00000476766 	50 27 77 77 	69 	50 27 77 77 	69 	53 53 53 53 	53 
ENST00000261653 ENST00000392373 	ENST00000350777 	1532 1586 	3029 	1532 1586 	3029 	53 53 	53 
ENST00000574872 	ENST00000520221 	664 	49 	664 	49 	50 	53 
ENST00000425466 ENST00000389400 ENST00000411660 	ENST00000604922 	607 635 609 	233 	607 635 609 	233 	53 53 53 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	692 	191 31 	692 	191 31 	51 	52 52 
ENST00000546591 ENST00000501597 ENST00000358888 ENST00000597044 	ENST00000419932 	501 382 470 325 	236 	501 382 470 325 	236 	51 51 51 51 	53 
ENST00000527958 	ENST00000356454 	2352 	3395 	2352 	3401 	53 	47 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	157 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	157 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000396024 ENST00000451270 ENST00000332680 ENST00000504475 ENST00000560014 ENST00000421017 ENST00000559176 ENST00000558985 ENST00000560466 ENST00000559818 ENST00000558132 ENST00000561022 ENST00000560367 ENST00000558503 ENST00000558998 ENST00000505539 ENST00000435128 ENST00000426153 	ENST00000557325 	681 633 647 2859 1543 657 427 523 417 630 381 640 616 760 476 474 521 570 	1601 	681 633 647 2859 1543 657 427 523 417 630 381 640 616 760 476 474 521 570 	1601 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000393965 ENST00000290418 ENST00000486812 ENST00000326597 ENST00000368847 ENST00000581040 ENST00000467157 ENST00000485208 ENST00000528276 ENST00000369936 ENST00000547865 ENST00000569097 	ENST00000418464 ENST00000313243 ENST00000474039 ENST00000354489 ENST00000591170 ENST00000453471 ENST00000366277 ENST00000267199 ENST00000492944 ENST00000589328 ENST00000409746 ENST00000465995 ENST00000533149 ENST00000592700 ENST00000495455 ENST00000378204 ENST00000373803 ENST00000359675 ENST00000349004 ENST00000473946 ENST00000311620 ENST00000432401 	2951 2692 3117 95 5492 1327 238 69 489 2919 1454 1673 	2370 3055 2930 2901 260 95 574 2286 68 2482 2582 1385 260 681 760 7156 2524 2463 2510 1134 2650 1117 	2951 2692 3117 95 5492 1327 238 69 489 2919 1454 1673 	2370 3055 2930 2901 260 95 574 2286 68 2482 2582 1385 260 681 760 7156 2524 2463 2510 1134 2650 1117 	33 33 33 33 33 33 33 33 33 33 33 33 	39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 
ENST00000475608 ENST00000498752 	ENST00000592379 	246 249 	147 	246 249 	147 	52 52 	52 
ENST00000400075 	ENST00000457143 	215 	1 	215 	1 	51 	51 
ENST00000391857 ENST00000488946 ENST00000479992 ENST00000477613 	ENST00000260649 	671 1805 787 705 	2635 	671 1805 787 705 	2635 	53 53 53 53 	53 
ENST00000446607 	ENST00000355209 ENST00000396504 	1895 	3881 3602 	1895 	3881 3602 	53 	53 53 
ENST00000525091 ENST00000477632 ENST00000582147 ENST00000369893 ENST00000559097 ENST00000523485 ENST00000601613 	ENST00000600800 	3809 1181 2112 5821 699 415 1174 	2898 	3831 1203 2134 5843 721 437 1196 	2898 	31 31 31 31 31 31 31 	43 
ENST00000510760 ENST00000591037 	ENST00000394289 ENST00000511717 	1794 1503 	5188 19 	1794 1503 	5190 21 	53 53 	42 42 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	714 197 	172 12 	714 197 	172 12 	51 51 	53 53 
ENST00000361758 ENST00000453779 ENST00000275262 ENST00000392127 ENST00000361752 ENST00000361195 ENST00000424802 ENST00000545607 ENST00000537041 ENST00000544823 ENST00000537883 ENST00000540719 ENST00000544361 	ENST00000420788 	1757 1114 1114 1114 1114 587 563 376 501 484 252 184 63 	104 	1757 1114 1114 1114 1114 587 563 376 501 484 252 184 63 	108 	53 53 53 53 53 53 53 53 53 53 53 53 53 	33 
ENST00000354764 ENST00000423035 ENST00000422444 	ENST00000588629 	5213 5221 2809 	1422 	5213 5221 2809 	1433 	52 52 52 	32 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	95 93 235 	4188 	95 93 235 	4188 	49 49 49 	52 
ENST00000398295 	ENST00000461526 	448 	448 	448 	448 	50 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	417 	194 194 	417 	53 53 	51 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	189 231 257 133 232 232 	275 275 275 	189 231 257 133 232 232 	275 275 275 	51 51 51 51 51 51 	53 53 53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	87 85 227 	4192 	87 85 227 	4192 	53 53 53 	51 
ENST00000297268 ENST00000481570 ENST00000464916 	ENST00000454671 	4210 4520 787 	362 	4210 4520 787 	362 	52 52 52 	53 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	362 385 386 387 362 	3761 	362 385 386 387 362 	3761 	53 53 53 53 53 	53 
ENST00000377086 ENST00000377081 	ENST00000389942 ENST00000416573 ENST00000469702 ENST00000485278 ENST00000496760 ENST00000370708 ENST00000593682 ENST00000311437 ENST00000472718 ENST00000289248 ENST00000538156 	9539 7622 	2811 2518 483 266 762 6327 1964 3186 1107 243 243 	9539 7622 	2811 2518 483 266 762 6327 1964 3186 1107 243 243 	48 48 	34 34 34 34 34 34 34 34 34 34 34 
ENST00000340855 ENST00000595787 	ENST00000357137 	5605 5605 	5332 	5605 5605 	5332 	53 53 	52 
ENST00000604882 	ENST00000274140 	99 	4869 	99 	4883 	53 	31 
ENST00000398295 	ENST00000461526 	449 	425 	449 	431 	52 	47 
ENST00000416139 ENST00000446445 	ENST00000592379 	282 282 	33 	282 282 	33 	53 53 	53 
ENST00000317881 ENST00000475354 ENST00000460013 	ENST00000461730 	501 262 381 	415 	501 262 381 	418 	50 50 50 	37 
ENST00000547522 	ENST00000445820 ENST00000428199 	89 	443 443 	89 	443 443 	53 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	183 183 	402 	183 183 	402 	53 53 	53 
ENST00000446607 	ENST00000355209 ENST00000396504 	1913 	3921 3642 	1913 	3921 3642 	51 	53 53 
ENST00000497322 ENST00000483598 ENST00000432629 ENST00000393148 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1791 86 204 230 1980 196 	424 350 424 350 	1791 86 204 230 1980 196 	424 350 424 350 	53 53 53 53 53 53 	53 53 53 53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4197 	102 100 242 	4197 	50 50 50 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000472161 ENST00000484430 ENST00000398981 ENST00000474167 ENST00000493479 	ENST00000604922 	539 541 415 536 541 549 537 523 	244 	544 546 420 541 546 554 542 528 	244 	46 46 46 46 46 46 46 46 	53 
ENST00000557060 	ENST00000309733 ENST00000558583 ENST00000564458 ENST00000564795 	3074 	6268 5424 960 960 	3074 	6268 5424 960 960 	52 	52 52 52 52 
ENST00000568400 ENST00000563371 ENST00000561578 ENST00000566474 ENST00000568432 	ENST00000561871 ENST00000562170 ENST00000562859 	246 265 116 315 320 	113 60 51 	246 265 116 315 320 	113 60 51 	53 53 53 53 53 	53 53 53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4194 	76 74 216 	4194 	53 53 53 	50 
ENST00000398259 ENST00000389400 	ENST00000604922 	514 544 	229 	514 544 	229 	53 53 	53 
ENST00000361453 ENST00000457540 	ENST00000420788 	311 311 	103 	311 311 	109 	52 52 	32 
ENST00000381298 ENST00000336909 ENST00000381287 	ENST00000361681 	4999 4722 4639 	367 	4999 4722 4639 	374 	52 52 52 	46 
ENST00000306846 ENST00000436644 ENST00000338972 ENST00000514514 ENST00000511321 ENST00000508537 ENST00000447794 ENST00000308863 	ENST00000244020 	958 735 816 719 494 636 633 632 	1412 	958 735 816 719 494 636 633 632 	1412 	53 53 53 53 53 53 53 53 	40 
ENST00000487273 ENST00000481873 ENST00000468065 ENST00000379917 ENST00000481058 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	596 556 556 556 291 	1059 1060 1060 1060 1164 1060 1065 1059 1060 1065 1060 1060 1060 1060 	596 556 556 556 291 	1059 1060 1060 1060 1164 1060 1065 1059 1060 1065 1060 1060 1060 1060 	50 50 50 50 50 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000574872 ENST00000442087 	ENST00000520221 	714 197 	44 	714 197 	44 	50 50 	53 
ENST00000595806 	ENST00000598758 	321 	467 	321 	467 	52 	50 
ENST00000382264 ENST00000404220 ENST00000342136 ENST00000420068 ENST00000342101 ENST00000382238 ENST00000413881 ENST00000443073 ENST00000447980 ENST00000382241 ENST00000433395 	ENST00000336273 	644 620 617 439 455 404 229 229 477 619 14 	4190 	644 620 617 439 455 404 229 229 477 619 14 	4200 	53 53 53 53 53 53 53 53 53 53 53 	41 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 78 101 78 78 101 78 78 87 	135 	78 78 78 101 78 78 101 78 78 87 	135 	51 51 51 51 51 51 51 51 51 51 	51 
ENST00000530439 	ENST00000336798 	745 	6294 	745 	6297 	52 	32 
ENST00000446445 	ENST00000592379 	280 	59 	280 	59 	53 	52 
ENST00000565751 ENST00000570252 ENST00000567952 ENST00000563870 ENST00000562910 ENST00000564151 ENST00000592248 ENST00000592574 ENST00000346213 ENST00000547517 ENST00000552162 ENST00000546881 ENST00000550504 ENST00000550013 	ENST00000366223 	200 387 166 179 295 200 49 99 200 387 166 179 295 200 	2235 	200 387 166 179 295 200 49 99 200 387 166 179 295 200 	2235 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000491223 ENST00000461557 ENST00000431635 	ENST00000372492 	317 571 336 	22 	317 571 336 	22 	53 53 53 	53 
ENST00000299576 ENST00000309377 ENST00000309357 ENST00000396648 ENST00000534147 	ENST00000492283 	908 988 893 929 905 	507 	923 1003 908 944 920 	520 	36 36 36 36 36 	40 
ENST00000344922 ENST00000344507 ENST00000344441 	ENST00000372412 ENST00000357368 ENST00000262963 ENST00000348075 ENST00000353284 	6189 1938 6173 	6770 6767 6707 6653 5426 	6189 1938 6173 	6773 6770 6710 6656 5429 	53 53 53 	31 31 31 31 31 
ENST00000486765 ENST00000361605 ENST00000474140 	ENST00000367175 	2212 1361 3194 	1690 	2212 1361 3194 	1710 	53 53 53 	33 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	417 	192 192 	417 	53 53 	51 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4213 	99 97 239 	4213 	53 53 53 	53 
ENST00000439986 	ENST00000589672 	5087 	854 	5087 	874 	51 	31 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 	ENST00000549554 	642 190 166 184 	251 	642 190 166 184 	251 	52 52 52 52 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 90 78 78 78 101 78 78 101 78 78 87 	146 	168 358 193 90 78 78 78 101 78 78 101 78 78 87 	146 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000434234 	ENST00000234420 	50 	6584 	50 	6584 	53 	53 
ENST00000253692 ENST00000429383 ENST00000446818 ENST00000429924 	ENST00000449131 	2475 987 1074 837 	3761 	2475 987 1074 837 	3761 	52 52 52 52 	35 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	360 383 384 385 360 	3750 	360 383 384 385 360 	3750 	53 53 53 53 53 	52 
ENST00000469971 ENST00000566753 	ENST00000310613 	588 664 	4393 	588 664 	4410 	35 35 	34 
ENST00000576409 ENST00000371937 ENST00000574428 	ENST00000492605 	2587 2560 2356 	1346 	2587 2560 2356 	1346 	53 53 53 	38 
ENST00000446445 	ENST00000592379 	281 	32 	281 	32 	53 	52 
ENST00000258436 	ENST00000226279 	3094 	5360 	3094 	5377 	52 	35 
ENST00000574872 	ENST00000519266 ENST00000520221 	666 	194 34 	666 	194 34 	52 	53 53 
